unique_id,asin,product_name,product_type,helpful,rating,title,date,reviewer,reviewer_location,review_text
B000BOLRNO:boots_lasted_8_years:super_czar,B000BOLRNO,Dr. Martens Unisex Original 8 Eye Boot: Apparel,apparel,1 of 1,5.0,Boots Lasted 8 Years,"February 8, 2006",Super Czar,Twin Cities MN USA,My first pair of 10 eyelet DM boots lasted 8 years before the heel came apart from the sole. I'm on my 2nd pair now. I don't think they will last as long but you never know
B000BOLRNO:nothing_better_on_the_market:m._daneker,B000BOLRNO,Dr. Martens Unisex Original 8 Eye Boot: Apparel,apparel,4 of 4,5.0,Nothing better on the market,"February 8, 2006",M. Daneker,"Spinnerstown, Pa USA","Some people scoff, they say $100 + for boots, no way, too expensive! I have been wearing DR's for 10 years, and nothing else. Why? Because nothing holds up like DR. Martins. 

Oddly my first pair ever fell apart after a couple of weeks, the stiching just fell out, but I exchanged them and have never had that problem since.

The average pair last me 2 - 3 years of everyday, non-stop wear. I where them all year around, on the sales floor, wharehouse or office, and everywhere I go. They will not come apart!

I only get new ones when the old ones look worn and stretched, and when the soles start to wear smooth (14 - 18 months of 8 - 14hr / day wear, seven days a week!) and then I keep the old pair for another 14 - 18 months for working outside or any dirty job I have to do where I don't want to damage my good pair.

I got married in DR. Martins, pollished with a new double-breasted suite! They look great with everything! Jeans, cargos, Dress clothes, shorts! I bought my wife a pair of dress sandles nearly three years ago, they still look like brand new!

These boots are forever"
"B0002Y2JYY:great_aviators:steven_kyle_benton_""ace""",B0002Y2JYY,Elite Metal Aviator Sunglasses with Mirror Lens - 1375: Apparel,apparel,,5.0,Great aviators,"November 6, 2006","Steven Kyle Benton ""Ace""",Trumann AR,"These are some really good glasses.  Plenty dark, full mirrored so you won't be caught checkin out all the ladies you walk by.  Shoot, for $18 you can't go wrong.  I highly recommend them.  And since I'm a pilot, it was obvious that I got a pair of these"
B0002Y2JYY:great_glasses:jonathan_weinisch,B0002Y2JYY,Elite Metal Aviator Sunglasses with Mirror Lens - 1375: Apparel,apparel,,5.0,great glasses,"November 5, 2006",Jonathan Weinisch,,"i have purchased 2 pairs from 80s purple, and i love them both
they are very cool and durable for such thin framed glasses. the shipping is always ahead of schedule and they are very well packaged. i don't plan on buying sun glasses anywhere else"
"B0002Y2JYY:great_service!!!:michael_j._cooney_""coondog117""",B0002Y2JYY,Elite Metal Aviator Sunglasses with Mirror Lens - 1375: Apparel,apparel,,5.0,GREAT SERVICE!!!,"November 3, 2006","Michael J. Cooney ""Coondog117""","West Newbury, Massachusetts United States","thanks so much

I bought these glasses and they had a minor defect. They responded to my email very quickly and I was send another pair within days. 

Would definetly do business with again, THANKS!!"
"B0002Y2JYY:five_stars_for_customer_service:eddie_lancekick_""a_regulator""",B0002Y2JYY,Elite Metal Aviator Sunglasses with Mirror Lens - 1375: Apparel,apparel,5 of 6,5.0,Five stars for customer service,"September 5, 2006","Eddie Lancekick ""A Regulator""",Pacific Northwest,"...Not to mention a great pair of sunglasses at a great price!  Initially there was a problem with my order but Lu at 80s Purple was very helpful and once contact was made things were settled in a timely and orderly fashion.  I was very impressed with the customer service end as that is always important when dealing with a seller or vendor after the initial purchase has been made.  

The glasses are great.  Though thought of as some as ""80's"" ""Retro"" or what have you, Aviator sunglasses are like Chuck Taylor Converse shoes, like cowboy hats, like your favorite solid color T-shirt.  Its Americana, Classic, and Cool, which is what makes it buck the trend and stand the test of time.  I love my new shades.  They also come in a great hard-case so you can stow them anywhere and not worry about them getting damaged.  Beyond that even, why pay over 100 dollars for a pair of ""name brand"" sunglasses that are made of plastic when you can get something with sturdier, more durable metal frames?  Even beyond that, the UV rating on these is actually not any lower than anything else I've ever worn, solidifying the fact that not only are you getting what you pay for here, but if your not buying here and paying more elsewhere, you are most likely wasting your money.  I was very impressed with the professionalism and kindness showed to me by customer support.  Thanks 80s purple"
"B0002Y2JYY:they_look_great,_but_for_metal_frames_they_feel_delicate:peter_s._klotz_jr.",B0002Y2JYY,Elite Metal Aviator Sunglasses with Mirror Lens - 1375: Apparel,apparel,4 of 5,4.0,"They look great, but for metal frames they feel delicate","August 16, 2006",Peter S. Klotz Jr.,Upstate New York,"I bought a pair similar to these from a vender at a rest stop, and when those broke, I ordered these.

They come in a nice bag, and they're metal, not plastic frames. You wouldn't know from looking at them, since they're so thin and light. The lenses are full mirrored, and scratch pretty easily (I hugged someone while they were hanging from my shirt collar, and there are nicks). But they are wicked cool looking, block plenty of sun and unless you look really closely, you can't see my eyes, which is the point.

Goes great with ""The Sisters of Mercy: Floodlands"" CD :"
"B0002Y2JYY:thrilled!:yu-ku_liu_""sean_alton""",B0002Y2JYY,Elite Metal Aviator Sunglasses with Mirror Lens - 1375: Apparel,apparel,3 of 4,5.0,Thrilled!,"August 14, 2006","Yu-Ku Liu ""Sean Alton""","Seattle, WA USA",I am absolutely THRILLED with my aviator sunglasses! They look absolutely amazing and pricey! I cannot believe how sophisicated and polished it looks. And for just $14 dollars?! It's a total steal! And the shipping was super fast
B0002Y2JYY:great_and_totally_celebrity!:grace_m._luppi,B0002Y2JYY,Elite Metal Aviator Sunglasses with Mirror Lens - 1375: Apparel,apparel,2 of 4,5.0,GREAT AND TOTALLY CELEBRITY!,"July 27, 2006",Grace M. Luppi,,"Best sunglasses ever!! I've received sooo many compliments and that i look like a movie star! and they are a reasonable price, and they look EXSPENSIVE!!! Best sunglasses ever! They are sooo comfortable, you'll forget your wearing them, and they look totally vintage. Trust me, buy them"
"B0002Y2JYY:took_me_through_the_danger_zone:todd_s._sidor_""wouldbe_maverick""",B0002Y2JYY,Elite Metal Aviator Sunglasses with Mirror Lens - 1375: Apparel,apparel,7 of 8,5.0,Took Me Through the Danger Zone,"July 8, 2006","Todd S. Sidor ""wouldbe Maverick""",MF'in MN USA,"Best aviator sunnies I've ever owned.  This is my second pair because my first pair got lost.  I really like that these are 5.2 inches wide, as opposed to the standard 5 inches, so they can fit on my fat head and not squeeze my brain"
"B0002XROVS:not_bad.:amanda_b_""first_time_mommy""",B0002XROVS,3-Pack Pants: Apparel,apparel,1 of 1,4.0,Not Bad.,"October 12, 2006","Amanda B ""First time Mommy""",MN,"I like these cute pants, alot.  They actually fit my ""larger-than-average"" baby well, even though most pants are far too long for his legs.  The material isn't cheap and is nice and soft, washes well too.  A good buy- I will buy more of these, especially considering BabyVision sent me coupons and gives a repeat-customer discount"
B0002XROVS:great_pants_for_long-legs!:amy_shelton,B0002XROVS,3-Pack Pants: Apparel,apparel,3 of 3,5.0,Great pants for long-legs!,"April 3, 2006",Amy Shelton,"Baltimore, MD United States","My 8 month old has his dad's build, tall and slim, so finding pants that are long enough and still stay up has been a challenge. These pants  fit the bill.  The material is ultra-comfy, and the colors go great with onesies from lots of different companies.  They've also been through the wash numerous times (washed with Dreft), without fading or loosing their durability. A great product for the price. "
B0002XROVS:very_nice:grass_tiger,B0002XROVS,3-Pack Pants: Apparel,apparel,2 of 2,5.0,Very nice,"March 29, 2006",Grass Tiger,"Wadsworth, IL United States","These are wonderful pants and for a good price too. My baby is wearing the 6-9 size and she is about 16 lbs and 26 inches at six months. The length is very good. I think she'll be in these at least another month or so. The material isn't cheap or light and they don't stretch out easily. The color of these match the colors in most baby clothing out there presently - which is very nice! I've bought a bunch of things from Baby Because through Amazon and some are really poor quality and others, like these, are wonderful, so don't judge them on their prices, some of their things are really nice. These pants are at least as good as the more expensive ones. I recommmend them"
"B0002XROVS:great_buy:ambrosia_""new_mom""",B0002XROVS,3-Pack Pants: Apparel,apparel,1 of 1,5.0,great buy,"March 19, 2006","Ambrosia ""New Mom""","Jacksonville, Arkansas United States",I purchased the 0-3 months for my newborn. They fit him perfectly. He weighed 8 lbs. 6 oz. The pants are soft and match the onesies I bought for him too. It's hard to find this color of green
B0006ZAZPE:the_best_swimsuit_so_far:e._varga,B0006ZAZPE,Speedo Women's Endurance Flyback Swimsuit: Apparel,apparel,1 of 1,5.0,The best swimsuit so far,"November 3, 2006",E. Varga,"SF, CA","I'm swimming every day therefore I needed something very durable, very chlorine resistant. This was my 4th swimsuit purchase in six months. Well, this swimsuit IS really chorine resistant, so far (3 months) it kept it's color, and shape. It is comfortable too, although it is hard to take it off when it is wet."
B0006ZAZPE:best_suit_i've_ever_worn.__no_kidding!:c._gigliotti,B0006ZAZPE,Speedo Women's Endurance Flyback Swimsuit: Apparel,apparel,1 of 1,5.0,Best suit I've ever worn.  No kidding!,"October 19, 2006",C. Gigliotti,"Cowtown, USA","I am a regular fitness swimmer and go through the lycra suits every 4-6 months.  They always get too stretched out and cause drag in the water.  This suit is holding up beautifully with none of the usual snags and wear marks from getting in and out of the pool.  Also, I'm usually a size 16, on the chunky side, but this suit looks good on me and fits well even in a size 14.  Really glad I found it"
"B0006ZAZPE:speedo_queen:kim_brantley_""kk""",B0006ZAZPE,Speedo Women's Endurance Flyback Swimsuit: Apparel,apparel,9 of 10,5.0,speedo queen,"July 1, 2006","Kim Brantley ""kk""","Sulphur, La",Great suit. Always loved speedos. This one has skiny straps for more comfort. Fits well and looks great. Also sizes don't say but a 38 is equivalent to a size 12 womens
B0006ZAZPE:speedo:m._yasuyama,B0006ZAZPE,Speedo Women's Endurance Flyback Swimsuit: Apparel,apparel,1 of 3,4.0,Speedo,"June 29, 2006",M. Yasuyama,"Philadelphia, PA",I bought this because it says the material would last longer than the nylon swim suits. Its less stretchy but okay for lap swim
B0006ZAZPE:perfect_fit:s._m._sturgeon,B0006ZAZPE,Speedo Women's Endurance Flyback Swimsuit: Apparel,apparel,3 of 3,5.0,Perfect fit,"June 28, 2006",S. M. Sturgeon,,"This suit was better than I expected.  It flatters the figure and is one of the most comfortable suits I've ever worn.  I feel great in it, and I don't feel like I have to tug at it every time I move.  Great quality, great buy"
B0006ZAZPE:speedo_endurance_flyback_swimsuit:marion_v._winall,B0006ZAZPE,Speedo Women's Endurance Flyback Swimsuit: Apparel,apparel,9 of 10,5.0,Speedo Endurance Flyback Swimsuit,"September 11, 2005",Marion V. Winall,"East Coast, USA",This suit hugs the contours of the body and doesn't get in the way of whatever water-oriented sport your involved in.  It's flattering to the figure as well.  The material feels durable and appears to stand-up to the pressures of being used daily in a chlorine environment.  You can hardly go wrong with a Speedo
"B0002X9A5G:baby_shower_gift:m._breach_""mbb""",B0002X9A5G,5-Pack Bodysuits: Apparel,apparel,,5.0,Baby shower gift,"August 1, 2006","M. Breach ""MBB""","Santee, CA USA",I purchased these as a gift and was really impressed by how incredibly soft they are.  (I wish they made women's shirts out of the same soft cotton.)  Everyone I showed they too really liked the cute pink and yellow outfits.  I am very pleased with this purchase
B0002X9A5G:good_quality_for_price:j._garrison,B0002X9A5G,5-Pack Bodysuits: Apparel,apparel,,4.0,Good quality for price,"April 1, 2006",J. Garrison,"Guam, USA","These are good quality baby bodysuits, and very reasonably priced.  Make sure you buy the size according to your baby's weight and height and not by the age posted.  My 3 month old girl is wearing the 6-9 month size. They are a little big, but thats great because they will last longer. Warning: the medium green body suit is not color fast, and will end up looking like ""camo"" wear after you wash it.  The other body suits in the green pack are color fast and will not fade quickly.  It seems it is just the one green bodysuit that doesn't hold up well.  I did not have any fading in the pink bodysuits.  All in all I'd recommend these"
"B0002X9A5G:good_quality_but_small:n._l._hotrum_""1+_1_to_be_mommy""",B0002X9A5G,5-Pack Bodysuits: Apparel,apparel,20 of 20,4.0,Good quality but small,"May 4, 2005","N. L. Hotrum ""1+ 1 to be mommy""","Salem, OR USA","The quality of the bodysuits are very good.  They are well made and good material.  However they get three stars because of the sizing issue.  My son is 10 months old and so I got him what I thought would be ones he could grow into...the 9-12 month, 27-34 lbs.  This was not the case as soon as I washed them they shrunk to about the size of a 6-9 months onesie.  The are good but if you order them order at least one to two sizes bigger than you think you will need"
"B0006UHRJQ:best_toddler_socks_ever!:t._groth_""bluemoondoula""",B0006UHRJQ,3-Pack Straight Edge (non-skid) Socks: Apparel,apparel,,5.0,Best toddler socks ever!,"November 14, 2006","T. Groth ""bluemoondoula""","La Crosse, WI USA","I am thrilled to finally find socks that fit my toddler well and actually stay on her feet! These socks are great because they fit well, stay on, and have great non-skid bottoms that allow her to wear them without shoes and not slip all over the floor. And unlike most other non-skid socks these are still thin enough to wear with shoes. I love these socks and will be ordering more of them"
B0006UHRJQ:too_tight_at_ankle!:d._inwood,B0006UHRJQ,3-Pack Straight Edge (non-skid) Socks: Apparel,apparel,,1.0,too tight at ankle!,"October 27, 2006",D. Inwood,"los angeles, ca","I bought the 18-24 month old size for my 15 month old who is in the 90% of height and 40% of weight.  The sock felt soft and fit her foot perfectly. But the ankle elastic part was so tight it left a dark red mark within seconds of wearing. And our daughter does not have fat ankles! I wish the ankle wasn't constructed so tightly, but I now have 6 socks that will never be worn.."
"B0006UHRJQ:great_socks,_seem_to_run_small:jeddy_3",B0006UHRJQ,3-Pack Straight Edge (non-skid) Socks: Apparel,apparel,5 of 5,4.0,"Great socks, seem to run small","July 23, 2006",Jeddy 3,,"Love these socks -- they're the first ones my boy didn't kick off with ease. I also like getting a color assortment. The fabric is sturdy and thick, the elastic is firm but not binding, and the quality is much higher than other kids' socks I've tried. And the price is right.

However, be careful with the sizes. I got size 0-9 mo. for my 6-month-old, and they were too small. He's a big boy, but not that big. So I would order one size up from what you think you need. As long as you get the size that fits, you can't go wrong with these"
"B0006UHRJQ:love_'em:j._gould_""south_paw712""",B0006UHRJQ,3-Pack Straight Edge (non-skid) Socks: Apparel,apparel,0 of 1,5.0,Love 'em,"May 18, 2006","J. Gould ""south_paw712""",KY,I love these sock...they don't shrink and cover my son's feet perfectly.  Don't know why a newborn needs non-skidding socks but oh well
B0006UHRJQ:best_socks_so_far:amy_shelton,B0006UHRJQ,3-Pack Straight Edge (non-skid) Socks: Apparel,apparel,2 of 2,5.0,Best socks so far,"March 20, 2006",Amy Shelton,"Baltimore, MD United States","We've tried several brands on our very active 8 month-old.  These are the first ones that stay on.  In addition, the colors (both blue sets) match most baby clothes, and they feel very comfy.  The no-skid bottoms have been great on hard wood floors and plastic toys. "
B0006UHRJQ:wonderful_socks:grass_tiger,B0006UHRJQ,3-Pack Straight Edge (non-skid) Socks: Apparel,apparel,6 of 7,5.0,Wonderful socks,"February 13, 2006",Grass Tiger,"Wadsworth, IL United States","At 6 1/2 months old my baby isn't walking yet, but when we go out I put these on her feet with our without shoes. She moves her legs a lot and usually kicks off any shoes and socks on. These stay on better than any we've tried. She can't pull them off easily. They are holding up very well in the wash and the  colors match the colors used in baby's outfits on the market - which is very nice. The ""non-slip"" part is the printing on the bottom of the feet that says ""Loveable Friends"". It is a soft rubberish kind of printing that feels very nice to the fingers. We started using these when our baby had just turned 5 months old and they stayed on just as well then. They seem like they will fit her for another few months. Overall these are very nice socks for a good price. I highly recommended them."
"B0006UHRJQ:nice,_nice,_nice.:)_:the_delightful_one_""well_read""",B0006UHRJQ,3-Pack Straight Edge (non-skid) Socks: Apparel,apparel,0 of 1,5.0,"Nice, nice, nice.:) ","December 17, 2005","The delightful one ""well read""","Boulder, CO United States","My baby pulls off any shoes and socks that may be put on his feet. These stay on better than most. We got the 3 pairs in blue, yellow, and green. The ""non-slip"" part  has cute printing on the bottom of the feet.  Overall these  socks are nice, nice, and nice, and the price is reasonable."
"B0006UHRJQ:great_socks_for_babies_of_all_ages!:natalia_campos_""desert_rose""",B0006UHRJQ,3-Pack Straight Edge (non-skid) Socks: Apparel,apparel,10 of 14,5.0,Great socks for babies of all ages!,"September 25, 2005","Natalia Campos ""desert rose""","Honolulu, HI USA","I purchased these socks for my newborn baby girl because I used the same style for my son last year, and they are awesome! They fit right and feel comfortable (my son is picky about socks)."
B0006ZAV4O:speedo_women's_quantum_splice_solid_swim_suit:l_b,B0006ZAV4O,Speedo Women's Lycra Quantum Splice Solid Swim Suit: Apparel,apparel,,4.0,Speedo Women's Quantum Splice Solid Swim Suit,"November 14, 2006",L B,USA,"This suit is a good quality suit. I've used Speedo brand swim suits for eleven years now, and I have found them to last well through recreactional swimming. Also, these suits are able to handle about two seasons of indoor competitive swimming, or more, depending on the chlorine levels and how well one takes care of the suit. So far, my new Quantum Splice has held up very well in the highly chlorinated pools in which I swim.  I recommend this suit-- the price is so much less here than any I could find at a brick & mortar store"
"B0006ZAV4O:very_good:ani_eloyan_""grad_book""",B0006ZAV4O,Speedo Women's Lycra Quantum Splice Solid Swim Suit: Apparel,apparel,,4.0,Very Good,"November 9, 2006","Ani Eloyan ""grad book""","NC, USA","It was sent to me on time. And the product corresponds to my expectations.
Thank you"
"B0006ZAV4O:it's_good:bright_""happy_person""",B0006ZAV4O,Speedo Women's Lycra Quantum Splice Solid Swim Suit: Apparel,apparel,,5.0,It's good,"November 9, 2006","bright ""happy person""","Pittsburgh, PA","I read some reviews before I placed my order. Some complained about the smaller size. I found it's OK.
The quality is good, at least worth the money"
"B0006ZAV4O:the_perfect_swimsuit:g._montemayor_""good_mood_girl""",B0006ZAV4O,Speedo Women's Lycra Quantum Splice Solid Swim Suit: Apparel,apparel,,5.0,The Perfect Swimsuit,"November 9, 2006","G. Montemayor ""Good Mood Girl""",New York City,I love it.  It is exactly what I wanted and fits great.  Arrived promptly too
"B0006ZAV4O:speedo_solid_splice_swim_suit:kaiden_x_""kaidenx""",B0006ZAV4O,Speedo Women's Lycra Quantum Splice Solid Swim Suit: Apparel,apparel,1 of 1,4.0,speedo solid splice swim suit,"November 2, 2006","kaiden x ""kaidenx""",usa,"i have been a fan of this style since i was little and swam competitively. if you do not have a traditional petite body, this swimsuit is great! it has coverage in all the awkward areas that some of the other designs don't. i am 5'9 and well, not ""skinny"" and i was happy with the way it fit. if you are unsure of your size however, unless you are racing, it is best to order one size up. i went with a size up from what i wear in men's jeans and it seemed to work"
B0006ZAV4O:speedo_fit_and_quality:beverly_j._ouellette,B0006ZAV4O,Speedo Women's Lycra Quantum Splice Solid Swim Suit: Apparel,apparel,4 of 4,4.0,Speedo Fit and Quality,"July 4, 2006",Beverly J. Ouellette,"Enfield, CT United States",This is my 4th suit of the same style and make.  It works well for me as I swim laps.  It has good coverage and holds up pretty well.  I swim about 4 times a week and I get about 4 to 5 months out of a suit due to the cholorine
B0006ZAV4O:european_sized_swimsuit:pamela_michaluk,B0006ZAV4O,Speedo Women's Lycra Quantum Splice Solid Swim Suit: Apparel,apparel,7 of 10,1.0,European sized Swimsuit,"March 18, 2006",Pamela Michaluk,"Franklin, NJ USA","Suit was too small, not enough information available on the site for it and I would not buy another bathing suit from Amazon as it cost me money to send it back."
B0006ZAV4O:good_stretch_and_fit.__fast_delivery:colorado_mom,B0006ZAV4O,Speedo Women's Lycra Quantum Splice Solid Swim Suit: Apparel,apparel,7 of 7,4.0,Good stretch and fit.  Fast delivery,"January 20, 2006",Colorado Mom,"Colorado Springs, CO",Good quality lining in the front.  I wish there is lining in the back too.  Delivery is fast
