unique_id,asin,product_name,product_type,helpful,rating,title,date,reviewer,reviewer_location,review_text
B0002UQ2WS:this_scarf_is_the_best!:cc,B0002UQ2WS,Magic Scarf - Highest Quality Solid Colors: Apparel,apparel,6 of 6,5.0,This scarf is the best!,"January 5, 2005",CC,"San Diego, CA, USA","I bought this scarf with a gift certificate I received for Christmas.  I love it so much and my kids love it so much they are buying their own.  It is super-warm and retains it shape, even after my nine year old tried it on as a dress"
"B0002JTUPU:good_product,_wish_there_were_more_size_variety:plain_roy",B0002JTUPU,"rtc2786 Retro CamouFlage BDU Pants, Olive, XS: Apparel",apparel,,4.0,"Good product, wish there were more size variety","April 10, 2007",Plain Roy,,"I'm taking off one point only because these pants don't have the short/medium/long choice as other BDU pants do.  I'm buying for a friend who prefers long inseam and regular waistline.  For other BDU pants I could have got him medium long which has waistline of 31-34'' and inseam up to 34-35''.  For this particular style I was told over the phone that they don't carry the short/medium/long varieties and my only chance of getting an inseam of 34-35'' would be to go for the large size which also has a waistline of 35-39''.  I ended up getting the large one as suggested which is a bit too wide for my friend.

Other than that I'm happy with the product quality and the service I received"
B0002JTUPU:the_product_is_very_good_but:milton_e._pinzon,B0002JTUPU,"rtc2786 Retro CamouFlage BDU Pants, Olive, XS: Apparel",apparel,,5.0,The product is very good but,"April 2, 2007",Milton E. Pinzon,,"Dont buy it from Andrew Christian, i wrote them online several times and never, not once, got an answer from them, i ended up buying them some other place"
B000CFH1FU:the_best_running_shoe_i've_own:flavio_eslava,B000CFH1FU,adidas Men's a3 Gigaride Running Shoe: Apparel,apparel,,5.0,The best running shoe i've own,"January 7, 2007",Flavio Eslava,"Caracas, VE","Clever and stylish design; a lot of colors to choose from; and an excellent performance, best sport shoe eve"
B000CFH1FU:gigaride_megadeal:d._carawan,B000CFH1FU,adidas Men's a3 Gigaride Running Shoe: Apparel,apparel,1 of 1,4.0,Gigaride Megadeal,"January 5, 2007",D. Carawan,,"Awesome shoes. Not necessarily worth the outlandish cost but 4 stars nonetheless. I'd recommend them to anyone who takes running seriously, and who likes to look even cooler when doing it."
"B000HDCNUA:patriots_hoodie:stormygirl_""stormy""",B000HDCNUA,New England Patriots Game Day Classic Hooded Sweatshirt: Apparel,apparel,,5.0,Patriots Hoodie,"March 23, 2007","Stormygirl ""Stormy""",Ohio,"This is a top quality item. I is an 80%/20% cotton/poly mix-double stitched seams...very well made. I bought a 2X for my son who ususally wears a 3X, and after putting it through the washer and dryer twice, it's just as perfect as the day it was delivered."
B0002PBC9G:dexter_bowling_shoes:j._lafalce,B0002PBC9G,Dexter Bowling - Womens - Dottie: Apparel,apparel,,5.0,Dexter Bowling Shoes,"April 2, 2007",J. LaFalce,New York,"These shoes are awesome, I have bowled with them for the past couple of weeks and they are just what I was looking for. The color is hot and everyone on my league noticed them and said very positive things about them. Thanks for the super fast shipping and supurb quailty"
B0000TW9VO:great_coat:t._lee,B0000TW9VO,CarharttÂ® Chore Coat Spruce: Apparel,apparel,,5.0,Great coat,"March 17, 2007",T. Lee,"CT, USA",My husband loves this coat. He wears it all winter. If you are someone that doesnt like a bulky exceptionally warm lined coat this is it. He is uncomfortable in something like down because it is too sweaty but this is perfect. Warm enough and lightweight and comfortable. THis is the second one he has purchased.
B00009YPNN:not_bad.:s_is_for_super_cool,B00009YPNN,Shock Absorber Support Level 4 D+ sports bra: Apparel,apparel,1 of 1,4.0,Not bad.,"February 8, 2007",S is for Super Cool,Massachusetts,"I have been using this for awhile now.  Unlike some sports bras that are this supportive, it's a lighter weight material/construction.  I wouldn't say that there probably isn't something better out there and it isn't cheap - but it's not bad.  For my peers that have this 'issue', you know what I'm talking about!:"
B00009YPNN:the_best_sport_bra_for_bigger_cups_ever!:n._ferguson,B00009YPNN,Shock Absorber Support Level 4 D+ sports bra: Apparel,apparel,5 of 5,5.0,The best sport bra for bigger cups EVER!,"November 30, 2006",N. Ferguson,"LA, California","Before this bra, I would have to wear an underwire bra, and a sports bra on top to minimize bounce. My cup size is F, so it's been difficult to find a sports bra that I can wear standalone. 

Well folks, I found it. THIS IS THE BRA!! I wore it while doing turbo jam today and it was AMAZING! It did better than the two bra combination ever did. If you're looking for a sports bra that actually WORKS, this is the one"
B000FGVKE4:teenagers_flip-flops:barbara_sparks,B000FGVKE4,Flojos KAI Beach Scene Women's Flip-Flops Sandals: Apparel,apparel,0 of 1,5.0,teenagers flip-flops,"January 9, 2007",barbara sparks,,I got the flip flops for my granddaughter for christmas she wore her  cheap ones out from wal-mart and her mother told her white is summer only and no one could find white ones right now I told her I bet her I could and so I did and she loves them and so did all her friends at school. we know it is winter but so far in indiana it is not bad so you can wear flip flops and tanks for now. thank you for  the great gift.
"B000JNDWTO:nice_product_in_a_festive_giftbox!:p._glidewell_""pamela_veselinovic""",B000JNDWTO,Intimo Men's Woven Boxers 3-Pack: Apparel,apparel,1 of 3,5.0,Nice product in a festive giftbox!,"January 31, 2007","P. Glidewell ""Pamela Veselinovic""","Perkinston, MS","This is just the thing to put away for a Christmas gift.  Nice product in a nice box, tied with a bow."
"B000J45DOU:highly_recommended_for_pregnant_&_pumping/nursing_mums:a._chaib_""not_your_mainstream_mom""",B000J45DOU,Aimee Bra-less Nursing Nightgown: Apparel,apparel,7 of 7,5.0,Highly recommended for pregnant & pumping/nursing mums,"February 14, 2007","A. Chaib ""Not your mainstream mom""","Portland, OR USA","I just received two of these bra-less nursing nightgowns (sm), a robe (sm/m), and the two piece tank pj set (sm).  I'm almost nine months pregnant and have gained 50ish pounds and despite the other review about not fitting during pregnancy, it (and the other items) fits and stretches well while holding its shape.  I will wear this now and indefinitely after the baby comes: it's apparent that it will fit me well after baby too.
The quality of the fabric is substantial enough to hold large (and engorging) breasts without the need for a bra.  It is strong but breathable, and not flimsy so it slightly smoothes out quirks of the pregnant body.
The length is a little longer than most - it slightly covers my knees -  which is what I wanted so slit is nice to have for normal strides walking, easing out of bed, hiking up to use the washroom, etc. without tearing the seams. 
As the description and the other review indicates, the cups can slide down for pumping or nursing.
I'm very happy with the colors, design, and construction of all items.  Due to the volume of my order (directly from the [...] site, I received a high quality FREE minky dot chenille blanket that came rolled and ribboned in a nice tulle bag.  I would definitely get this for other expectant or new moms"
"B000J45DOU:well_made,_doesn't_fit_well_while_pregnant:s._tallboy_""tigereyess""",B000J45DOU,Aimee Bra-less Nursing Nightgown: Apparel,apparel,13 of 13,4.0,"Well made, doesn't fit well while pregnant","January 13, 2007","S. Tallboy ""tigereyess""","Victoria, British Columbia Canada","I was looking for a good nursing nightgown to wear while in the hospital after giving birth to my second child.  I had seen the Aimee gown before, and I really liked the looks of it, and the reviews seemed great.

After purchasing the gown (was shipped via Fed Ex to Canada, which means I got dinged by Fedex's ""customs broker"" costs...) I tried it on while 8 months pregnant to see how it fits.

I purchased a size XL as I am around a sz 14 pre-pregnancy.  I have a normal bust size of 36D.

The gown itself is made of a nice heavyweight cotton with lots of stretch and recovery (doesn't just stretch out and stay there), the crossover top is really nice becuase it crosses over and will be easy to pull aside for nursing, but the v isn't too deep  (nobody needs to see *that* much of my clavicle).  There is a slit up the side for ease of walking, but it's a very high slit, too high, I felt. 

The gown didn't fit well over my pregnant belly - but I don't fault them for that, it's not advertised as fitting during pregnancy.  However, after giving birth, I still don't think it would fit well for the first couple of weeks, until the baby belly subsides a bit.  The gown stretches well enough to fit over a slowly-declining bump, but unfortunately, as you walk around, the elastic contracts the gown back up over your bump, pulling the slit on the side higher and higher up your leg.  The gown itself is long enough to more than cover your bump as it retracts, but it's not a comfortable feeling when that slit creeps higher and higher.

The bustline will be great when I'm nursing - easy to pull over, and great coverage on the other side.  It fits well under the bust (elasticised under the cups) but I found the cups were HUGE on my breasts.  It fit well at the band, but I guess they figure if you're a big girl, you must have big boobs.  Luckily, I'm handy at sewing, so I plan to take the gown up at the shoulders to fix this.

Overall, I think this will be a great gown to wear around the house while breastfeeding.... after the baby belly has subsided.  I do plan to bring it to the hospital with me, but only after I've taken in the seams at the shoudlers, and closed the side slit a bit"
B00030AZOS:good_deal:mrs._katherine_l._davis,B00030AZOS,Fitted Portable Crib Sheet: Apparel,apparel,,5.0,Good Deal,"March 8, 2007",Mrs. Katherine L. Davis,Carrollton OH,The sheets were just as described and worth the price. Timely on shippng also. Very pleased
"B00030AZOS:portable_crib_sheets:new_grandmother_""new_grandmother""",B00030AZOS,Fitted Portable Crib Sheet: Apparel,apparel,,5.0,Portable Crib Sheets,"February 7, 2007","New Grandmother ""New Grandmother""",Georgia,"The Crib sheets were soft, the service fast and they fit the Pack and Play mattress"
B00030AZOS:miracle_sheet:jenny_l._r._hartley,B00030AZOS,Fitted Portable Crib Sheet: Apparel,apparel,0 of 1,5.0,miracle sheet,"February 7, 2007",Jenny L. R. Hartley,,This sheet is great solution for difficult to change crib sheets- just lay it over the top of your pretty sheet and snap it to the crib frame.  I highly recommend it to those who don't like wrestling the crib sheet onto the mattress
B000GA75P2:great:janelle_reagan,B000GA75P2,Bra Extender: Apparel,apparel,1 of 1,5.0,Great,"January 4, 2007",Janelle Reagan,,"Service was very quick, and they were having a free shipping special, so it was very well priced"
B000GA75P2:bra_extenders_(3):jill,B000GA75P2,Bra Extender: Apparel,apparel,1 of 1,5.0,Bra Extenders (3),"August 23, 2006",Jill,New York,"Ordered these bra extenders since I an pregnant and now having trouble fitting into things, and they are working great!  Recevied them very quickly and they are exactly as I expected! Thanks!"
B000085HYG:i_really_love_it:lynz,B000085HYG,Fossil Mens Leather Bifold Wallet - Brody Sliding 2in1 (Color: Cognac): Apparel,apparel,1 of 1,5.0,I really love it,"July 26, 2005",LynZ,"Easton, CT","I never buy stuff like this on line.  I like to play with/feel wallets before getting them.  But I couldn't find a thin, bi-fold that I liked, so I took a chance.
It's great.  The ID feature is super handy (it comes all the way out if you're wondering).  And the brown leather is soft and nice.  It is really nice for the price.
(By the way, personally, I don't think it's thick at all)"
B000FA3D2M:great:fruitifrog,B000FA3D2M,adidas Women's a3 Microride Running Shoe: Apparel,apparel,,5.0,Great,"January 15, 2007",fruitifrog,,The shoes are better then expected.. Everyone comments on how nice they are and where did you get them.. I will let anyone know to buy the
"B000NA4HW4:cute,_good_value_for_the_money.:vcroww",B000NA4HW4,Smocked peasant dress: Apparel,apparel,3 of 3,5.0,"Cute, good Value for the money.","April 13, 2007",VCROWW,"Hasselt, Belgium","I had never ordered from this company before. I have now ordered quite a few things from them. For the price, everything has been very attractive. Some of the sizes run a bit small.

This dress is very sweet, the PAPRIKA color is an orange, but I ordered 3 of these in different colors. Nice to wear around the house during the summer.( I also ordered a nice dress in EGGPLANT, but it is really brown, alright with me, a nice dress.)

Customer Service was very good to me, and I even received a coupon for 3 free magazine subscriptions, as I had ordered over a certain amount from Newport News.

I am happy with the price vs. quality of all of their things. Shipping was very speedy.

For these prices you do not get the quality of Neiman's, Sak's, or Bloomie's  - but you get many more nice, simple, summer dresses, of a decent quality. I think that Newport News offers good value, and service for the money"
B000G33DPU:almost_perfect:joseph_poalillo,B000G33DPU,Lee Jeans Women's Plus Natural Fit Bootcut: Apparel,apparel,,4.0,Almost perfect,"January 10, 2007",Joseph Poalillo,USA,"I'm very satisfied with this purchase. The jeans are great quality for the price. However, it was not stated that they would be the (very)long length that they were. I had to alter them, which was an inconvenience"
B0007YY9BA:very_roomy!:b._sullens,B0007YY9BA,Tommy Hilfiger Men's Knit Boxer: Apparel,apparel,,4.0,Very Roomy!,"January 4, 2007",B. Sullens,,"Love these boxers. I stole a pair from a friend a while back and had to have a pair of my own. Love the fabric and the cut, not too long not too short, and just the right amount of butt room."
"B000IB4ARK:i_bought_more_and_will_probably_continue:jacob_hantla_""hantla.org""",B000IB4ARK,Artiga Men's Short Sleeve Easy Fit Basic Tee: Apparel,apparel,3 of 3,5.0,I Bought More and Will Probably Continue,"March 11, 2007","Jacob Hantla ""hantla.org""","Chandler, AZ United States","I purchased one of these shirts to see what the quality was compared to the price. As soon as I received it and wore it twice I went back and purchased three more. The weave on these shirts is thick making the shirt very comfortable to use and I suspect will give it a long life. After multiple (10+) washings, the first one I purchased still feels as good as the newer ones. The colors are warm. I would suspect that this shirt would cost $10-15. As long as the price stays below $10, I will continue to purchase these as all-purpose daily-wear/work-out tshirt.

As for the comment that these fit smaller than most, I didn't have that experience. In Nike, Reebok, Gap, and Rusell Athletic tshirts, I wear a large. I wear a large in Artiga as well, and the fit is comparable to those brands with no noticeable shrinkage after washing"
B000M3OP6A:wonderful_bag_:_):ashley_c._harcrow,B000M3OP6A,World Food Programme Feed Bag: Apparel,apparel,2 of 2,5.0,Wonderful Bag : ),"April 22, 2007",Ashley C. Harcrow,,"I highly reccommend this bag for anyone! It is a big tote, which is perfect for a college campus, the airport, the beach... really for any purpose. It is reversable and I was very suprised at how durable it is (great quality). When people compliment the bag it allows an opportunity to share its cause- which in the end is the most important part."
B000AAU0S2:trendy_mat_-_very_usefull:ally,B000AAU0S2,Sunny Striped bi-fold Beach/Picnic Mat: Apparel,apparel,4 of 4,5.0,Trendy Mat - Very Usefull,"August 18, 2005",Ally,"Anaheim, CA",I have used this mat almost everytime I've been outdoors.  I haven't seen anything like it at any department store and its much cheaper than the mats at the beachside boutiques.  It is an awesome value for the price.  
B000G7WVSG:their_claim:norbert_f._reynders,B000G7WVSG,World's Softest Men's Classic Crew Sock: Apparel,apparel,,5.0,THEIR CLAIM,"March 26, 2007",Norbert F. Reynders,,"THEY CALL THEIR SOCKS THE ""WORLDS SOFTEST MEN'S CLASSIC CREW SOCK"" AND LET ME TELL YOU ITS THE TRUTH. BEEN LOOKING FOR A PAIR OF RED SOCKS FOR WEEKS, WITH OUT SUCCESS. THEY MAY NOT BE THE SHADE OF RED I WANTED BUT THEY ARE THE BEST IN FIT AND QUALITY. NOW FIND ME THE ""RED SHADE"" I'M LOOKING FOR AND I'LL BE EVEN MORE PLEASED.

          Norb Reynders.......yes over 13... going on 7"
B0009YI1I0:great!:commentor,B0009YI1I0,"""Monica"" Gathered Hobo - Black, Red or Light Brown: Apparel",apparel,11 of 11,5.0,Great!,"January 29, 2006",Commentor,,"Nice, soft leatherette. The inside is roomy, and the pic is fairly accurate for the size to body ratio. The tie-front detail stays so, you don't have to worry about it unraveling or loosening. Nice silver buckle accents on strap. Great"
B0009NUIXC:perfect_tote_bag!:t._garber,B0009NUIXC,Hyp 16oz Cotton Canvas Print Beach Tote Bag: Apparel,apparel,,5.0,Perfect Tote Bag!,"December 22, 2006",T. garber,,"I ordered 2 for gifts and 1 for myself based on other reviews. I was not disappointed! The bag is large and roomy, made of heavy-duty material, with outside pocket, and has a neat little clasp to hook your keys, etc. for easy finding.  It will make the perfect beach bag for us, and could be used for almost anything.  "
B0002V2YII:great_girl_socks!:dakota,B0002V2YII,Hue Jeans Sock: Apparel,apparel,8 of 8,5.0,Great girl socks!,"February 25, 2006",Dakota,"Gambrills, MD USA","These are great girl socks! Besides being economical, they feel good, wash good, are very stylish, and don't fall down! They look great with jeans and khakis. I have ordered several more pairs, in different colors. A true value"
B000FCN6IQ:very_well_made_boots_by_nine_west:cdc,B000FCN6IQ,Nine West Women's Botamy Boot: Apparel,apparel,,5.0,Very well made boots by Nine West,"November 13, 2006",CDC,,"The Nine West Botamy boots are comfortable and really well made. The leather is very soft also. Even though the toe is very pointed, these boots are still comfortable. Amazon has a great price on these boots"
B0002T6DXC:there's_a_reason_you_wear_fur!:deirdre_root,B0002T6DXC,Women's Rabbit Fur Lined Leather Gloves: Apparel,apparel,11 of 13,5.0,There's a reason you wear fur!,"January 29, 2005",Deirdre Root,"Dayton, Ohio USA","Genuine leather with fur lining are about the warmest things you can possibly wear! An excellent choice for extremely cold winter weather, well worth the money spent."
