unique_id,asin,product_name,product_type,helpful,rating,title,date,reviewer,reviewer_location,review_text
"B0009U4YBM:great_products:jen_castellano_""jenny_c""",B0009U4YBM,Jonathan Product Create Curl Curling Serum(TM): Beauty,beauty,4 of 9,5.0,Great Products,"August 1, 2005","Jen Castellano ""jenny c""",,"I love using Jonathan Product. It makes your hair feel soft, look beautiful and the products smell great."
B0009U4OF8:very_impressive_:-):little_miss_cutey,B0009U4OF8,Jonathan Product Shampoo Add Moisture Moisturizing Shampoo(TM): Beauty,beauty,6 of 11,5.0,Very impressive :-),"June 18, 2006",Little Miss Cutey,"Melbourne,  Australia","Well I am very impressed with this.  I also have tried so many different shampoos and this is one of the best, if not the best, I've used.  I say that because whether I straighten my hair or leave it curly, this shampoo makes it feel and look and smell great.  It feels so nice and clean.  I don't rinse twice with this because it's unnessesary.  
I tried this because of watching Blow Out and on my last trip to America I bought a couple of bottles.  It's one of the best purchases I made.  Most girls buy shampoos etc based on packaging and smell and let me tell you, not only does it look and smell great, but what it does for your hair is amazing and apparently it's very low in damaging chemicals.  I won't hesitate to buy more of Jonathan's products next time I go.  I love this and can't say enough about it"
B0009UAPM4:great_product:g._grieb,B0009UAPM4,Jonathan Product Condition Serious Volume Volumizing Conditioner(TM): Beauty,beauty,,5.0,Great product,"May 10, 2006",G. Grieb,,"I got a sample of this conditioner when I bought a similar product by another company.  I didn't care for the one I purchased, but the sample was awesome and I am going to buy the Jonathan conditioner.  I have always had fine limp hair and tried lots of volume products.  I used this for a week and this is the only thing I have ever seen any kind of difference with.  I love it! "
"B0009UAPM4:works_great!:karen_m._frederick_""k_frederick""",B0009UAPM4,Jonathan Product Condition Serious Volume Volumizing Conditioner(TM): Beauty,beauty,,5.0,Works Great!,"April 3, 2006","Karen M. Frederick ""K Frederick""","Seattle, WA","After reading the other reviews I was a little worried about using the product I had already ordered.  After using it for a few days now my hair has never looked better, I truly feel like this shampoo/conditioner was meant for me.  I have fine, super straight hair, middle to short.  It feels clean and sleek. The conditioner smells like pina coloda, yum!  I would definatly recommend this for my hair type.  Would maybe recommend to lather the shampoo in your hands first then work thoroughly( it doesn't lather as well as some shampoos that have lots of glycerine in them) and only apply the conditioner towards the end of your hair and leave in for a few min.  Hope that helps"
B0009U8XVE:very_good_:-):little_miss_cutey,B0009U8XVE,Jonathan Product Create Volume Thickening Foam(TM): Beauty,beauty,4 of 4,5.0,Very good :-),"July 16, 2006",Little Miss Cutey,"Melbourne,  Australia","This is the second product of Jonathan's I've used and I'm equally happy with it.  I have thin hair when it's straight, and something in the middle when it's curly.  Either way, I'd like it thicker, and this foam certainly helps.  It's great and I've found it does what it promises.  It smells good and you don't need to use too much.  It feels nice in my hair and the fragrance lasts most of the day.  It doesn't matter if your hair is curly or straight, hopefully you will find this as effective and as helpful as I have"
B0009U8XVE:jonathan_volume_thickening_foam:cheryl_havanac,B0009U8XVE,Jonathan Product Create Volume Thickening Foam(TM): Beauty,beauty,5 of 6,5.0,Jonathan Volume Thickening Foam,"March 9, 2006",Cheryl Havanac,"Minneapolis, MN","I heard about Jonathan products from watching QVC. I was a bit skeptical at first about buying his products because the price was a bit high.  I usually use Paul Mitchell or Matrix products.  Well rest assured, this was the absolute best product I have ever used to create lots of volume in my hair. My hair is fine and straight with a little bit of natural wave in the back. Other products I used would create a little volume but this stuff really made a huge, visible difference.  My boyfriend also commented how thick my hair looked.  This goes on nice and light and the scent is terrific, not a heavy smell, a light fresh smell.  I highly recommend this product and will definitely buy it again.   "
"B0009U8XVE:good_stuff!:""lucy""",B0009U8XVE,Jonathan Product Create Volume Thickening Foam(TM): Beauty,beauty,3 of 4,4.0,Good stuff!,"February 26, 2006","""Lucy""","New Orleans, LA",Not too heavy for fine hair. Leave hair soft and managable with plenty of volume
B0009U8XVE:it_smells_great_!:smart_shopper,B0009U8XVE,Jonathan Product Create Volume Thickening Foam(TM): Beauty,beauty,3 of 5,5.0,It smells GREAT !,"August 17, 2005",Smart shopper,USA,It has a clean soap smell! I also recommend the volume shampoo & conditioner it made my hair feel very soft
"B0009U8XUK:new_hair_style,_new_styling_product:mina_schultes_""earth_mother_turned_diva""",B0009U8XUK,Jonathan Product Dirt Texturizing Paste(R): Beauty,beauty,1 of 1,5.0,"new hair style, new styling product","September 30, 2006","Mina Schultes ""Earth Mother turned Diva""","Jackson Hole, WY","I just had my fine, processed hair cut into a short layered wedge.  It was shoulder length before and I used a Revlon thermal-air styler to make it acceptable.  After using Dirt, I no longer have to spend ANY time styling it!!  I just blow dry, scrunching my hair with my fingers and when almost dry, I turn my head upside-down and apply about a dime size amount of Dirt into the roots. Flip up and I'm ready to go all in less than 3 minutes.  I find it important to rub Dirt between my palms to warm it up before applying.  Use a little first...you can always add more. It gave my hair great body and control. Hope this product works for you too"
"B0009U8XUK:best_hair_product_i've_ever_used:t._diffley_""tom_d.""",B0009U8XUK,Jonathan Product Dirt Texturizing Paste(R): Beauty,beauty,1 of 1,5.0,Best Hair Product I've Ever Used,"August 29, 2006","T. Diffley ""Tom D.""","Tranquility, NJ USA","I'll admit, with a well receded hair line I still tried to get what's left to be manageable and look good - everything else I've used left my hair dry, flaked off or didn't hold.  Jonathan Dirt has solved this long-term issue for me in just the first few days of use.  Dirt provides the manageability, hold and look I've strived for and even smells great with its almond scent.  I recommend this without reservation"
"B0009U8XUK:you_must_be_doing_something_wrong!:s._hippert_""in_love_with_dirt""",B0009U8XUK,Jonathan Product Dirt Texturizing Paste(R): Beauty,beauty,4 of 4,5.0,You must be doing something wrong!,"June 28, 2006","S. Hippert ""in love with dirt""","Austin/Houston, TX","I love this product!  My mother is a hair dresser so I have tried every product there is, and this one is my favorite.  If you use it properly then it's amazing.  It's a texturizing paste, not super glue, you can't expect amazing hold out of it.  And because it is a PASTE, it's extremely thick so you only need a tiny amount.  I have short, thin, wavy hair that I flat iron, and I just rub my fingers along the top of the paste to just get a thin layer on the tips of my fingers and apply it to my roots, it works amazing for volume, and I've never had a problem with it weighing my hair down or looking greasy!

Don't expect miracles from this product.  It does exactly what it claims to do!  Plus, it smells amazing!  Oh, and also...I am NOT in love with Jonathan nor his TV show, I bought this product before I had even heard of him or his TV show...I honestly find him a little annoying, but this product definitely isn't"
B0009U8XUK:mah-velous_product!__:):kate__:),B0009U8XUK,Jonathan Product Dirt Texturizing Paste(R): Beauty,beauty,2 of 2,5.0,Mah-velous Product!  :),"June 13, 2006",kate  :),"pomade-for shine, manipulator-for flip, and aquage paste-for volume","Dirt has proven to be an amazing product...I'm ""wowed"" with how great it works!  I have a layered, razor cut that flips out and, before, was using three other products (pomade-for shine, manipulator-for flip, and aquage paste-for volume).  I just received Dirt last week, and after putting on just a bit, got the look that I was wanting, without all the hassle of three different products.  Yes, it's a bit pricey but well worth it (considering you only have to use a little, you're sure to save $$$).  and the smell, ::sigh:: is so great!  (Even if it hadn't worked as great as it does, I think I would still purchase it just for the delicious scent)  :)  I love that I can run my fingers through my hair and it's soft and manageable, even at the end of the day, and without the sticky ""gunk"" feel.  I definitely plan on purchasing other Jonathan Products"
"B0009U8XUK:people!__people!__people!...make_sure_you_are_using_it_right!!!:interested_in_your_product_""bkb""",B0009U8XUK,Jonathan Product Dirt Texturizing Paste(R): Beauty,beauty,1 of 1,5.0,People!  People!  People!...Make sure you are using it right!!!,"May 23, 2006","Interested in Your Product ""BKB""","Jacksonville, FL United States","Awesome product.  As an old product used to use the slogan ""a little dab'l do ya"", it is true with this product.  Don't over do it or you'll have a greasy mess.  Start with a little and add more if you need to.  Always melt by rubbing hands together first.  Smells great too!  My only beef is the price.  Most of us aren't used to paying those Rodeo Drive prices, Jonathan.  $26 may not be a lot to you, but....  :)"
B0009U8XUK:miracle-worker:adam_w,B0009U8XUK,Jonathan Product Dirt Texturizing Paste(R): Beauty,beauty,1 of 2,5.0,Miracle-worker,"May 3, 2006",Adam W,"New York, NY  USA","I have huge curly Jew-fro hair, and this is the only product I have found that can really tame it"
B0006GUPCG:efficient_vanity?:k._ressmeyer,B0006GUPCG,T3 Featherweight Tourmaline Professional Ionic Hair Dryer: Beauty,beauty,6 of 7,4.0,Efficient Vanity?,"May 4, 2006",K. Ressmeyer,,"As a working mom in her mid-forties, I am ever hopeful when it comes to product claims of time savings and beauty enhancement.  And so, when I read about the T3 Tourmaline Ionic Hair Dryer, I just had to have one.  With a price tag of $200, I figured the claims just had to be true.

The T3 is a sleek, beautiful and lighweight hairdrying and styling tool.  With its ionic particle things, it sounds so scientific, too.  But does it do what it says it will do?

For me, it's hard to tell.  It does dry at least as fast as my old 1800 watt hair dryer but with seemingly less heat.  So arguably, it is faster.  Less heat also means less hair damage.  So arguably, that is a beauty enhancement.  Is my hair sleeker and shinier?  Again, hard to tell.  No one at the office the next day seemed to notice any change.

One thing that I do notice, however, is that I like the idea of using an ionic hair dryer.  For whatever reason, I do think it is good for my hair.  And I suppose that in and of itself is enough to make this purchase entirely worthwhile"
B0006GUPCG:unbelievably_fast_-_worth_every_penny:diana_shapiro,B0006GUPCG,T3 Featherweight Tourmaline Professional Ionic Hair Dryer: Beauty,beauty,11 of 11,5.0,Unbelievably Fast - Worth every penny,"April 5, 2006",Diana Shapiro,"Fort Myers, FL","I did not believe the hype but read the other reveiws.  I have long hair and it would normally take me 30 minutes to dry my hair with my $15 drug store purchased hair dryers...I was pretty much used to that.  Often times I would let my hair dry naturally rather than blow dry it because of the hassle and time - not because it looked better, it looked terrible.  This dryer dries my hair in 15 minutes (fully blown under and styled), on top of that my hair is shiny when it's done and not dry.  I just bought one for my mom and would recommend this blow dryer for anyone that normally spends more than 20 minutes drying their hair, you will absolutely cut the dry time 50%.  Great purchase!"
"B0006GUPCG:big_improvement_over_regular_dryers:d._mitrevski_""jmitrevski2""",B0006GUPCG,T3 Featherweight Tourmaline Professional Ionic Hair Dryer: Beauty,beauty,20 of 21,5.0,big improvement over regular dryers,"February 19, 2006","D. Mitrevski ""jmitrevski2""","Rochester, NY","I have long, thick, wavy hair that loves to frizz up.  I have tried every anti-frizz, hairstyling product out there, and they either didn't work or weighed my hair down.  I didn't want to like this hair dryer and was hoping it wouldn't live up to the hype... BUT, it's excellent on my hair.  After using the dryer (with no styling product) my hair was straight, shiny and felt great.  For me, it didn't change the amount of time I dried my hair, so if your considering buying it for speed, don't, unless you have thin or short hair.  Is it worth the $200.00 price tag?  Depends on you personally, but I recommend you shop around because there are better deals out there"
B0006GUPCG:lovely_tresses_:ms._doo-lots_with_little,B0006GUPCG,T3 Featherweight Tourmaline Professional Ionic Hair Dryer: Beauty,beauty,15 of 16,5.0,Lovely Tresses ,"January 13, 2006",Ms. Doo-lots With Little,"LOS ANGELES, CA USA","I had stopped using a regular hair dryer a few of months ago as I felt that my hair was becoming brittle and looking damaged.  However air drying my hair seemed to take forever. It was then that I heard about the T3 tourmaline Professional Ionic Hair Dryer from my hairdresser.  Initially the $200 price tag did put me off and I pushed the idea aside. But somehow it remained somewhere in the corner of my mind and one fine day after getting late for a meeting yet again, I decided to bite the bullet and buy the hairdryer. 

And I tell you, I have never been happier using a hair dryer. My hair started looking better and less damaged in the first few weeks itself. It has become smooth and silky and has a healthy glow.  Though the weight and the time taken were almost similar to my old model, the after effect is worth the price paid. The product does come with a 4-year warranty which is an added advantage to justify the exorbitant price. Though the sales brochures uses a lot of scientific terms like ionic mineral and blah... blah... I am not going to bother about it much as far as my hair appears healthy and saves me time so that I don't have to deal with being late for meetings. I   recommend this product to all who would love to have a mane to be proud of"
B0006GUPCG:couldn't_believe_my_eyes:l._heitman,B0006GUPCG,T3 Featherweight Tourmaline Professional Ionic Hair Dryer: Beauty,beauty,12 of 12,5.0,couldn't believe my eyes,"December 20, 2005",L. Heitman,DC,"i hate blow dryers.  I never used on because they took too long, and my arm would get tired.
This dryer is incredible.  my hair was done in 15 minutes. I only have to go over each section once. I was truly amazed. It is worth every penny"
"B000BIRDL0:a_necessity_for_girls_who_blow_(hair_out)!:t._moyer_""bubblebath83""",B000BIRDL0,T3 Tourmaline Professional X-Large Barrel Brush: Beauty,beauty,,5.0,A necessity for girls who blow (hair out)!,"October 1, 2006","T. Moyer ""Bubblebath83""","Mclean, VA USA",I absolutely love this hairbrush! I have curly hair and like to blow it out often and until now I have not been impressed with any brushes. This brush holds the hair in pace when blowing dry and also lets you move it with your hair and dose not hurt as some can or get stuck. You will not be sorry if you are looking for the perfect brush to go with your perfect dryer (the featherweight)! Oh another thing I like is it extremely easy to keep clean.
"B00021BEUW:do_you_love_lip_gloss?:lisa_dodez_""crazy_internet_shopper""",B00021BEUW,Too Faced Fat Kiss: Beauty,beauty,,5.0,Do you love lip gloss?,"June 21, 2006","Lisa Dodez ""Crazy Internet Shopper""",Mississippi Gulf coast,"Bazooka bubble gum with a touch of cinnamon. The sent/flavor is not too much. The gloss is not very hot, less than ""venom"" closer to ""the balm"" in hotness. I did't see any lip changes but I never do with any lip plumper glosses. The container is beautiful. Love the rollerball tip. This stuff brings me back to my 80's bonniebell days"
"B00021BEUW:the_uber_gloss:k._parsons_""k.p.""",B00021BEUW,Too Faced Fat Kiss: Beauty,beauty,13 of 14,5.0,The Uber Gloss,"June 6, 2004","K. Parsons ""K.P.""",Vegas,"As a lip gloss addict, I have easily over 200+ glosses. Too Faced Fat Kiss is by far one of my favorites. The superb shine makes my lips look so good! Although it doesn't really plump, it still tastes like cinnamon, and it will warm you up in winter. I have two different colors, because I like it so much! I strongly reccomend getting a couple, so you can keep them in your purse, make up bag, car...Everywhere! This rocks sooo much"
"B00070IJ9C:great,_hot,_fast,_but_gaps:jubei_k._""spiku""",B00070IJ9C,T3 Tourmaline Professional Ionic Straighten Or Curl Iron: Beauty,beauty,7 of 7,5.0,"great, hot, fast, but gaps","September 19, 2005","Jubei K. ""spiku""","Evanston, IL United States","The T3 Tourmaline Ceramic Iron is a wonderful product. Gets hot fast. Straightens and flattens my big curly hair with ease. Narrow so can get sideburns without fear. Terribly easy to use even for a novice like me.  Only problem, some gaps at top of straigtening area that catch stray hairs and usually pull them out. Luckily I have plenty of hair."
"B0009UAPOC:love_this_product!:caleb's_granny_""item1""",B0009UAPOC,Jonathan Product Shampoo Serious Volume Volumizing Shampoo(TM): Beauty,beauty,,5.0,Love this product!,"August 16, 2006","Caleb's Granny ""item1""","Perrysburg, OH United States","I have been using the volumizing shampoo and conditioner for 2 weeks.  I love this product!  No build up, No dandruf.  Make sure your hair is wet, not just damp, and you should not have a ""lathering problem"".  I purchased this from QVC and I will definately be a repeat customer.  I have short hair, so this will last me a while.  I loved it so much I bought some for my daughter.  This is my new shampoo"
"B0009UAPOC:cautiously_optimistic,_pleasantly_surprised:sandra_kuenhold",B0009UAPOC,Jonathan Product Shampoo Serious Volume Volumizing Shampoo(TM): Beauty,beauty,2 of 2,5.0,"cautiously optimistic, pleasantly surprised","June 27, 2006",Sandra Kuenhold,,"After reading the reviews of Jonathan's products, I wasn't completely sure I would like them, but wanted to try the shampoo, conditioner and Dirt after seeing him demonstrate Dirt on TV.  I have very fine, bodyless hair that is short and  high- and low-lighted.  I usually use Aquage products because they don't weight my hair down and especially  like the thickening spraygel for body.

Jonathan products smell great.  Additionally, I had no problem with the size of the bottles.  The quantity is probably the same as any other good product.  First the volumizing shampoo:  it lathered just fine and I used only a small amount.  I could feel the volumizing effect right after rinsing, after which I used the volumizing conditioner.  Again, no problem.  I decided to forego the thickening spraygel that I usually use in order to give Dirt an honest try.

I think I need a little more practice with this product since I am not a hairdresser.  I used the smallest amount and my hair was slightly damp.  I also need a haircut at the moment.  Next time I will put it on completely dry hair and apply it from the bottom going up and underneath.  It worked okay, but I need to get used to it.

Bottom line:  try it...you'll like it.  Sandra in Tuls"
B0009UAPOC:the_best!!:c._wilken,B0009UAPOC,Jonathan Product Shampoo Serious Volume Volumizing Shampoo(TM): Beauty,beauty,1 of 1,5.0,The Best!!,"April 12, 2006",C. Wilken,"Port Washington, WI United States","My hair will do anything I want with this shampoo and the volumizing conditioner, whether I'm in a dry climate or a humid one.  And the water in the city I'm in doesn't make a difference either.  I can't believe how great it is!!  It really is the best I've ever used"
B00021ACVO:even_my_boyfriend_commented!:la_vie_en_jaune,B00021ACVO,Benefit High Beam: Beauty,beauty,,5.0,Even my boyfriend commented!,"September 27, 2006",La Vie en Jaune,,"He said, ""Your skin looks really nice."" And he never notices anything! I told him it was makeup since he actually bought it for me at my request and I wanted him to know it was money well spent. I like to use it in conjunction with Benefit's Dandelion powder for a fresh, natural glow. I really do feel younger and prettier with it on, and I can't say that about many/any other comsetics I've tried. Totally worth it"
B00021ACVO:exactly_what_other_reviewers_described:k._na,B00021ACVO,Benefit High Beam: Beauty,beauty,0 of 1,4.0,Exactly what other reviewers described,"June 23, 2006",K. Na,"fairfax, va","I was skeptical at first when i saw the manicure-like bottle. However, when i tried it on, it wasn't sticky and left my skin glowing naturally"
B00021ACVO:magic_little_must-have:valery_vandergriff,B00021ACVO,Benefit High Beam: Beauty,beauty,8 of 8,5.0,Magic Little Must-Have,"December 31, 2005",Valery Vandergriff,"Seattle, WA USA","BeneFit's ""supermodel in a bottle"" lives up to the hype. You only have to use a tiny bit of this in key places to attract light and create an ethereal glow... this is the perfect little potion to use when you really want to make an impact. It is a pearlized light pink that blends easy, stays put and adds a little drama. One of my all-time beauty favorites"
"B00021ACVO:it's_good!:j._chang_""mrz._lovely""",B00021ACVO,Benefit High Beam: Beauty,beauty,10 of 10,4.0,It's good!,"October 30, 2005","J. Chang ""Mrz. Lovely""","OC - CA, USA","High Beam is really pretty!  I love using it as a highlighter on my ""big night outs"".  I swipe it on my nose to make my nose seem slimmer, right above my blush on my cheeks, and above my eyebrows near the arches.  It really gives my skin a dewy and glowing look. The only reason I gave it 4 stars is because it's very goopy and sticky.  It actually scared me a bit to put it on my face because the product is so thick that if you turn the jar upside-down, it won't run!  But overall, I still think this is a terrific product"
B00021ACVO:amazing:danielle_lane,B00021ACVO,Benefit High Beam: Beauty,beauty,10 of 10,5.0,Amazing,"October 14, 2005",Danielle Lane,"Horseshoe, North Carolina","I love the Benefit line, everything I have tried works great (not to mention they have great packaging and catchy names for all their products!). 

That said, High Beam is simply amazing. It only takes a little dab to add a nice glow/shimmer to my face. I especially like to use it on the cheek bones as it leaves a nice soft glow. High Beam works so much better for me than other products I've tried that either left my skin sticky or chalky. Not to mention those other products cost a lot more!

If you are looking for a little glow, a little shimmer, High Beam is the answer"
B00021ACVO:a_youthful_glimmer:elizabeth_a._borst,B00021ACVO,Benefit High Beam: Beauty,beauty,14 of 14,5.0,A Youthful Glimmer,"August 7, 2005",Elizabeth A. Borst,Miami Beach,"I have used a similar product in a compact by Chanel and paid $50. It wasn't too long before I saw the end of it either. Now with Benenfit's High Beam I can get the effect for less than half the price so I'm a happy customer. I put this on my cheek bone and brush blush over it for glimmery, dewy cheeks. It's a very youthful look. It's not unnatural but it's better than natural. It's supernatural. Since I started wearing it people don't know exactly what I've added but they comment that my skin looks particuliarly good. You can control the highlighting effect by how much you use but I like to use a generous amount. My skin really does beam."
"B00021ACVO:amazing_product:melyinda_guerra_""melyinda""",B00021ACVO,Benefit High Beam: Beauty,beauty,7 of 7,5.0,Amazing Product,"October 17, 2004","Melyinda Guerra ""Melyinda""",,I recently discovered Benefit products. This is a great product if you want to add a little glow to your skin. I use it to highlight my cheek bones. You can use it any where you want a glance to linger. The best thing about this product is the smallest amount makes a big difference in your skin. I suggest you try this product. It works wonders.
B00070IJ8S:dry_your_hair_first!:kea's_ohana,B00070IJ8S,T3 Tourmaline Professional Ionic Wet or Dry Iron: Beauty,beauty,3 of 3,5.0,dry your hair FIRST!,"February 6, 2006",Kea's ohana,"Kaneohe , Hawaii","I am a professional hairstylist and use this iron...I think it works the best, leaves the hair shiny and soft, however I have no idea why the company would recommend using it on wet hair, unless you want to spend all day doing your hair!  Dry your hair prior to using and get unbelievable results that last"
B00070IJ8S:it_works!!___it_works!!___it_works!!_:a._tamburino,B00070IJ8S,T3 Tourmaline Professional Ionic Wet or Dry Iron: Beauty,beauty,3 of 3,5.0,IT WORKS!!   IT WORKS!!   IT WORKS!! ,"August 31, 2005",A. Tamburino,,"This is by far the greatest thing I have ever seen.  I have struggled with curly/frizzy hair for 40 years.  I have tried all the serums, smoothers, and spent 30-40 minutes blowing out (15 with the iron once you get the feel for it), only to have it only last a day.  I use this with NO PRODUCT.  My hair is slick, smooth, silky (Jennifer Aniston-ish).  I put a bit of leave in conditioner just on the ends when I'm done.  Sleep on it, wake up ready to go...last several days.  P.S.  It's also muggy and humid here and it still looks great"
B0002356XG:simply_the_best:invictus,B0002356XG,American Crew Pomade: Beauty,beauty,7 of 7,5.0,Simply the best,"May 5, 2005",Invictus,"Griffin, GA USA","Having wild and uncontrollable hair as a woman is a well-documented problem, but what about if you're a guy?  After years of using cheap gels that left flakey residues in my hair, and/or smelling feminine, I was introduced to American Crew in the little brown jar by a stylist.  I now swear by this stuff.  Even on my knappy head (I have very thick wavy, but not curly, hair) American Crew keeps my hair in place and natural-appearing without lookling like I'm using Brill's Cream.  A thick dime-sized dab is enough for keeping my short haired coiffure in place and de-poofed all day. The trick is to work it in while my hair is moist from the shower but not dripping wet. Yes, it costs way more than gels but it's worth every penny.  One 4 oz jar lasts me about 6 weeks. The other benefit to American Crew is the smell - my wife absolutely loves the way my hair smells"
B000BIPRGS:just_buy_the_aquasana_cause_that's_what_it_is:a._minassian,B000BIPRGS,Jonathan Product Beauty Water Shower Purification System(TM): Beauty,beauty,4 of 6,5.0,Just buy the Aquasana cause that's what it is,"May 15, 2006",A. minassian,,If Jonathan wants to sell environmentally concious products he should promote it in his other hairstyling products. The aquasana shower filter  is an excellent product which i use .Whats it matter who's name is on it. It is what it is and it will leave your skin and hair feeling fresher.
B000BIPRGS:immediate_difference!:m._cpak,B000BIPRGS,Jonathan Product Beauty Water Shower Purification System(TM): Beauty,beauty,15 of 17,5.0,Immediate difference!,"April 1, 2006",M. Cpak,"Columbus, OH United States","I moved to an area with city water (which I was not used to), not too long ago.  I noticed that my hair and skin seemed to turn dull and gray after some time.  No matter what hair and skin products I tried using, the result was the same.  After reading about this product in a health magazine, I decided to give it a shot since it received such high praise.  I am thrilled with my purchase!  I saw almost instant results.  My skin has never felt softer.  The filter system itself was very easy to install and required no tools.  For anyone with harsh, chlorine laden city water, I highly recommend this product"
