unique_id,asin,product_name,product_type,helpful,rating,title,date,reviewer,reviewer_location,review_text
B0006GUPCG:not_what_it_promises:nora,B0006GUPCG,T3 Featherweight Tourmaline Professional Ionic Hair Dryer: Beauty,beauty,4 of 4,2.0,Not what it promises,"August 28, 2006",Nora,NYC,"I have dried my hair daily for 20 years now. I bought the T3 Tourmaline with great excitement. Come on - its 200$, the most I have ever used on a hairdryer. I did NOT reduce my hair drying time at all, but it did make my hair less frizzy and more shiny..But all in all- too much money for too little help!

Nor"
"B0006GUPCG:probably_a_good_hair_dryer,_but_not_because_of_crystals:b._hollis",B0006GUPCG,T3 Featherweight Tourmaline Professional Ionic Hair Dryer: Beauty,beauty,27 of 84,2.0,"Probably a good hair dryer, but not because of crystals","September 8, 2005",B. Hollis,"Seattle, WA USA","I'm sure that this hair dryer is of exceptional quality - perhaps worth the price to some. But I'd be careful about buying something that uses fake science babble to try to convince you of its effectiveness. ""most ionic and infrared"" is gibberish. Tourmaline, a gemstone, has electrical properties (when squeezed or heated, it develops a charge across the crystal), but that has nothing to do with hair drying, or ionizing air, or anything else. I'd recommend buying a less expensive but still high-quality hair dryer instead of falling for a pseudoscientific scam"
B0009U8XV4:no_noticable_difference:wolverine_librarian,B0009U8XV4,Jonathan Product Finish Shine Polishing Gloss(TM): Beauty,beauty,1 of 1,1.0,No noticable difference,"May 9, 2006",wolverine librarian,Michigan,"I have dyed red hair, a lot of dyed red hair. this product made no noticable difference in the shine of my hair. WIll not purchase again"
B00021BEUW:not_worth_your_money!!!:britt_v,B00021BEUW,Too Faced Fat Kiss: Beauty,beauty,,1.0,Not Worth Your Money!!!,"April 8, 2006",Britt V,,"I bought this lipgloss at my local Sephora store. First of all..DO NOT EXPECT TO SEE ANY PLUMPING WHAT SO EVER. It makes No difference in how your lips look. Secondly, it takes forever to get the gloss to come out on the rolly ball. The ONLY reason this gloss is $18 is because of the Too Faced name brand. DONT waste your money on this when there are lipglosses just as good/better for a few bucks at the drugstor"
"B00021BEUW:not_worth_the_money:diana_m._taylor_""diana""",B00021BEUW,Too Faced Fat Kiss: Beauty,beauty,7 of 8,2.0,Not worth the money,"March 29, 2005","Diana M. Taylor ""Diana""","Thomasville, GA","I would absolutley love this product if it came with an apllicator brush instead of a roller ball. The roller ball hardly lets any of the gloss come out, and you find yourself rolling it over & over again to get a decent amount of gloss. The gloss itself is pretty(once you get enough on your lips.) And it does taste & smell delicious. But it is way too much trouble with the roller ball. I would suggest they make this with an applicator brush. It would make a great product"
"B00070IJA6:not_what_i_expected:j._beck_""stella24""",B00070IJA6,T3 Tourmaline Professional Ionic Iron With Rounded Plates: Beauty,beauty,2 of 4,2.0,Not What I Expected,"March 3, 2006","J. Beck ""stella24""",East Coast,"Bought this to help myself achieve some punch with my existing waves.  All I got were crimps in wierd places.  Found the instruction booklet completely not useful.  I tried and tried but could not produce anything remotely close to a wave, curl etc.  Save your money"
"B0009UAPOC:feels_like_""dirt"":p._f._wright_""pat""",B0009UAPOC,Jonathan Product Shampoo Serious Volume Volumizing Shampoo(TM): Beauty,beauty,1 of 1,1.0,"Feels like ""Dirt""","April 4, 2006","P. F. Wright ""Pat""",Pennsylvania,"I previously left a very positive review of the shampoo and conditioner, however, after using it for several days, my hair feels heavy, dirty and coated with something.  I know Jonathan loves his product ""Dirt"" but it does not belong in a volumizing product for women with fine, limp hair.  I don't need anything else to weight my hair down.  It does not feel clean after washing and drying it.  I am quite disappointed as I really loved the way both products smelled. I had to wash my hair a second time today because it would not do what I wanted it to do and it felt like the ""second day"" after washing it. I still recommend the volumizing foam.  That is a nice product.  Smells wonderful and does not weight your hair down or cause it to become full of static as products with a lot of alcohol do."
"B0009UAPOC:straw_head:rebecca_""bex""",B0009UAPOC,Jonathan Product Shampoo Serious Volume Volumizing Shampoo(TM): Beauty,beauty,2 of 3,1.0,Straw head,"April 1, 2006","Rebecca ""Bex""",Los Angleles,"Not sure what is in this stuff but it turns my fairly healthy hair into the texture of straw.  Even my own sylist said, whatever you are using...STOP..you hair feels very damaged.  It goes back to normal texture if I use my other shampoos.  I made sure to use it on and off to be sure it was the Jonathan shampoo..and it was.  It went into the trash.  Don't purchase this stuff...unless you're going for the scarecrow look"
"B0009UAPOC:if_i_wanted_straw_for_hair,_i'd_be_asking_the_wizard_of_oz_for_a_brain....:sue_k.",B0009UAPOC,Jonathan Product Shampoo Serious Volume Volumizing Shampoo(TM): Beauty,beauty,2 of 3,1.0,"If I wanted straw for hair, I'd be asking the Wizard of Oz for a brain....","March 31, 2006",Sue K.,PA,"Okay, I'll admit. I bought into the hype.  Oooo, no ""sulfates""...  Oooo, ""essential water""....   Oooo, ""all natural"" - no animals sacrificed in the making or testing of this - ""vegan"" shampoo and conditioner...

I headed into the shower with confidence that I had finally dumped $35 on a shampoo and conditioner set that would make a difference to my fine straight hair.  And what a difference it made...the volume created by the products was all flyaway hair: styled by the static electricity generated by my hair being devoided of any moisture that it once held by this lovely ""dessicant"" shampoo.  And no amount of the so-called conditioner helped to right the wrong!   I tried various amounts of conditioner and left it on for longer and longer periods of time without any change in results.  After 3 days of feeling the wicked witch of the west was having better hair days than I was, I returned the product.

This product truly deserves 0 stars!! "
"B0009UAPOC:way_overated!!!:donnajane_""beautyqueen""",B0009UAPOC,Jonathan Product Shampoo Serious Volume Volumizing Shampoo(TM): Beauty,beauty,3 of 4,1.0,WAY OVERATED!!!,"January 27, 2006","DonnaJane ""BeautyQueen""","New England, USA","I was so excited to try this ""amazing-hyped"" shampoo,I bought the kit from QVC.All I can say is what a disaster.My hair which is coarse,it instantly turned to straw. No lather,horrible tangles,the conditioner did not help at all (left it on for 10-15 min).I also contacted Jonathan Procduct,Inc(4) times and left messages for them to please call me to discuss the problem with their product. NO RESPONSE! All Hype-No Action! Don't waste your money. $60 is alot to pay for itchy dry hair.If you look in beauty supply stores there are other brands that are sulfate-free also, such as Mastey(Code Red"
B0009U8N00:another_tragedy:divaglam,B0009U8N00,Jonathan Product Condition Leave-In Gloss Creme: Beauty,beauty,11 of 16,1.0,Another tragedy,"June 15, 2005",DivaGlam,California,"After the debacle that was Dirt I tried to repair the damage by making my now filthy looking hair shiny.  Well now my hair was not only dirty it was shiny and dirty.  Is this a joke.  I am sure that Jonathan was not trying to deceive people by charging such exorbitant prices for a hair cut if he was not a man of substance and yet here I am trying to wash this out of my hair, with his very shampoo and all I have is tears. Clearly this is not Product Without Tears. "
B0009U8N00:glossing_cream?!?!__more_like_goo!!!:fred_alexander,B0009U8N00,Jonathan Product Condition Leave-In Gloss Creme: Beauty,beauty,14 of 21,1.0,glossing cream?!?!  more like goo!!!,"June 15, 2005",Fred Alexander,,"If you want your hair to feel like it has day old elementary school vanilla pudding in your hair then this is a 5 star product for ya!  If you like your hair clean and nice, pass on this.  I tried this, and my god anything I rested my head on; chairs, car seats, pillows, my boyfriend, my child! was left with a greasy gooey stain on it.  Seriously  I think this stuff is going to cost me more in cleaning bills then anything else I have ever used on my body.  And I still have the original hair damage in my dern hair!!!  Maybe if he had killed an animal or 2 for this product I would not be left with this mess. "
B00070IJ8S:great_results_but_time_consuming_and_broke_after_4_uses!:glitter_girl,B00070IJ8S,T3 Tourmaline Professional Ionic Wet or Dry Iron: Beauty,beauty,,2.0,great results but time consuming and broke after 4 uses!,"May 16, 2006",Glitter Girl,"New York, NY","I bought the Tourmaline hoping to save time, because I have very thick, wavy hair that takes 45 minutes to dry and straighten.  It ended up taking just as long, but the results were much better.  My hair was super straight and shiny, and it didn't get frizzy even in humid weather.  Then when I was using it for just the 4th time, it completely stopped working.  Just as other people described, the red light shut off and it cooled down, and never turned back on.  I'm in the process of trying to get a refund or replacement now. "
B00070IJ8S:nice_while_it_lasted:colleen_l._gibson,B00070IJ8S,T3 Tourmaline Professional Ionic Wet or Dry Iron: Beauty,beauty,3 of 4,1.0,Nice while it lasted,"March 30, 2006",Colleen L. Gibson,"Rochester, NY",I received this as a gift.  I was thrilled with the results the first few times I used it.  Then the little red light went out while I was straightening my hair and it has never worked since.  I only got to use it three times
B00070IJ8S:baaaaaaaad:my_review,B00070IJ8S,T3 Tourmaline Professional Ionic Wet or Dry Iron: Beauty,beauty,9 of 9,1.0,Baaaaaaaad,"September 26, 2005",My Review,"Queens, NY","I bought this product at Sephora.  I had it for about two weeks and used it only 2 times.  When I tried to use it after that, the little red light wouldn't come on and it just wouldn't work.  I took it back to Sephora for an exchange since I was still within the 30 day exchange period.  The second one worked for about two months...then the SAME thing happened.  I was only using it maybe once or twice a week, the most.  This product is horrible.  I never dropped it or anything like that.  In fact, as soon as it would cool down after using, I would place it back in the box it came in.  I am actually in the process of returning it to the manufacturer.  Honestly, I wanted a good flat iron and I thought this was a good product because it was expensive...BIG MISTAKE.  My friend bought a straight iron for about $100 and she's had it for almost a year.  She also straightens her hair a lot more often than I do.  I don't know why I didn't ask her where she got hers.  Please read all the reviews before you make this purchase.  If you don't believe me, wait to see if someone you know buys it so you can find out first hand how bad this product is. "
B00070IJ8S:no_better_than_a_regular_flat_iron:silas_brown,B00070IJ8S,T3 Tourmaline Professional Ionic Wet or Dry Iron: Beauty,beauty,4 of 5,1.0,No better than a regular flat iron,"September 17, 2005",Silas Brown,"Nashville, TN","this product did not dry my hair as described on the box.  It did straighten my hair, but that was all.  I had to dry my hair with a blow dryer and then use this T3 iron which eliminates the whole reason for buying it. "
B00070IJ8S:shooting_sparks!!__very_dangerous!!!:andrea,B00070IJ8S,T3 Tourmaline Professional Ionic Wet or Dry Iron: Beauty,beauty,5 of 6,1.0,Shooting sparks!!  VERY DANGEROUS!!!,"July 30, 2005",Andrea,"Everett, WA USA","On my third use, I set it down on the carry case and it sizzled. I looked more closely and it started shooting sparks out of the cord, right where it is connected to the handle! I immediately unplugged it, and now there's a hole in it where the sparks were coming out. I am so grateful I wasn't using it on my hair when this happened! What with the straightening balm I was using and everything, my hair could've easily started on fire"
