unique_id,asin,product_name,product_type,helpful,rating,title,date,reviewer,reviewer_location,review_text
B0009U8XUK:good_for_thick_curly_hair:m._trama,B0009U8XUK,Jonathan Product Dirt Texturizing Paste(R): Beauty,beauty,4 of 4,4.0,Good for thick curly hair,"April 12, 2006",M. Trama,Southern California,"I used this product this morning for the first time.  I washed my hair, blew it dry, most of the way, then rubbed the product in my hands and lightly distributed it throughout my hair.  The best way for me to describe it, is that, it is like a creamy hairspray.  Yes, it is tacky, like hairspray can be, but that's how it helps you get the style you want.  What I like about how it works on my hair, is that it really tamed the frizzes and brought down the ""big"" hair look that I usually have after blowing my thick hair dry.  I think it would also work well on the days that I blow my hair out.  I would probably blow it out first, then apply some dirt to help tame and smooth it.  I can see where it might make thinner, straighter hair a bit limp, so be careful not to use very much.

Edit:  I think it is best to apply to slightly damp hair, that might help with the people that are having trouble applying it to completely dry hair"
B0006GUPCG:money_well_spent!:j._thoreson,B0006GUPCG,T3 Featherweight Tourmaline Professional Ionic Hair Dryer: Beauty,beauty,19 of 20,5.0,Money well Spent!,"February 7, 2006",J. Thoreson,,"I have been reading about this miracle hair dryer for months in the beauty magazines I read, so I will admit I was very excited to pruchase it. The results however will amaze even the most cynical consumer. My hair has never looked so good when styled at home. True, it looks about the same as what my hairstylist does, but to me that is well worth the moderately high price tag. It was a good buy for me because I spend a lot of money buying a variety of cremes and glosses to make my hair pretty, and now I know it wasn't the products I put in that made my hair look bad, it was the dryer.I was so surprised to notice that even the ends of my hair were shiny, and my ends are sooo fried. The difference is astounding. 

I bought this dryer in a package with the babyliss straightener, and I would definately recommend that to anyone wanting to buy this dryer. For the same price you can get a free straightener. (A very good one!)"
"B0009U8MZG:expensive_but_good:j._davis_""jdee""",B0009U8MZG,Jonathan Product Create Motion Shaping Creme Gel(R): Beauty,beauty,3 of 4,4.0,Expensive but good,"July 22, 2005","J. Davis ""JDee""","West Milford, NJ","Its pretty expensive for gel but I like it.
My hair doesn't get rock hard like other gels and holds pretty well throughout the day"
B00021BEUW:smells_great_feels_great_:sweet_newyorker,B00021BEUW,Too Faced Fat Kiss: Beauty,beauty,,4.0,Smells Great Feels Great ,"September 16, 2005",Sweet NewYorker,NY,"Its good for waking up, because once you put it on you feel refreshed because your lips feel on fire.I like the sting and  the shine of it. It finishes pretty fast and the roll ball may feel like a little drag to keep rolling on the lips, but i think it's worth trying it unless you have extreme sensitive lips, this stuff is strong. Did i mention the great smell? Yum! Me and my boyfriend loved it."
B00070IJ9C:great_tool_for_waving!:michelle_fong,B00070IJ9C,T3 Tourmaline Professional Ionic Straighten Or Curl Iron: Beauty,beauty,6 of 6,5.0,Great tool for waving!,"November 8, 2005",Michelle Fong,"from ebay, it's cheaper","I just got this item (from ebay, it's cheaper)and feel it's worthy of praise.  I have thick, straight hair, and bought this product to wave my hair.  I haven't figured out how it curls, but to wave it's incredibly easy!  Grab your hair from the root and twist outward and it waves nice and fast w/o burning your hair like a curling iron would.  Also w/ a curling iron, it's difficult to wave the top close to the roots.   It heats fast!  and comes w/ a nice pouch so that you can put it away before it cools. "
B00070IJ9C:wonderful_flat_iron!__great_alternative_to_the_famous_chi:pandyland,B00070IJ9C,T3 Tourmaline Professional Ionic Straighten Or Curl Iron: Beauty,beauty,28 of 28,5.0,Wonderful Flat Iron!  Great Alternative To The Famous Chi,"May 16, 2005",pandyland,"1""","I had the Chi Turbo (1""), but I got worried after reading some reviews about it being unreliable.  So part of the reason I wanted to buy the T3 iron was that it comes with a 4-YEAR comprehensive warranty.  The other difference is that the solid-ceramic plates are ""infused"" with tourmaline which I found intriguing.

1-3/8"" wide plates are the perfect width for my long-ish hair.  (I've used a 2 inch wide iron, which I found harder to maneuver.)  It heats up fast, and stays hot.  It does a great job gripping the hair without snagging.  My hair stays silky and straight all day, and does not feel damaged after a while, like it did with cheaper irons I've used in the past.

Another thing that this iron does that other irons do not do as well - it really curls.  It has heat vents along the sides of the plates that lets you curl your hair by twisting it near the root and pulling it through (different from the usual method of gripping the ends of the strands and then winding up).  It creates a springy curl better than any flat iron I've used.  (However, the heating vents make the exterior of the iron hotter to the touch.  So there is a drawback to this function.)

Overall, I enjoy using this flat iron.  Very happy with this purchase.

ETA: I've learned that HairArt will not honor the warranty unless you buy it from an authorized distributor (e.g., Sephora). So you might want to check that before you place your order"
"B00070IJ9C:amazing!!!:godi_girl_""nina""",B00070IJ9C,T3 Tourmaline Professional Ionic Straighten Or Curl Iron: Beauty,beauty,17 of 17,5.0,Amazing!!!,"May 6, 2005","Godi Girl ""Nina""","McAllen, Tx",T3 is worth every penny. It is very easy to handle . My hair is soft and shiny. No more frizz. It cut straightening time to half. No hair pulling and it is lightweight. PLUS 2 YEARS of WARRANTY hellooo!!!  Bye bye Chi
"B0009UAPOC:i_have_no_idea_what_half_you_people_are_talking_about:ginger_""ginger""",B0009UAPOC,Jonathan Product Shampoo Serious Volume Volumizing Shampoo(TM): Beauty,beauty,2 of 2,5.0,I have no idea what half you people are talking about,"May 3, 2006","Ginger ""Ginger""","Detroit, MI","After watching Blow Out and seeing how passionate Jonathan was about his product, he sold me. Anyone who is that determined to make the best product on the market, obviously will do whatever it takes to make it happen.
After seeing how much the product was, I cringed at the fact that a bottle of shampoo would be that much. I later, literally dragged myself to Sephora to purchase this shampoo/conditioner after knowing that I was willing to take a risk that could eventually end up in my closet.
I bought it, went straight to my bathroom, and washed my hair. The shampoo did not lather, which I expected considering there is no harsh detergents or sodium lauryl sulfate. The conditioner was a very light, thin substance. Definitely not thick. 
Finale-Dried my hair, and right there, I knew that this product is definitely the BEST hair product BY FAR, that I have ever used. My hair, is very damaged, brittle and FULL of split ends. This product made my hair, very very full, FULL of shine, and very soft. My hair was beautiful for days....
Last test.. going to work. As soon as I put my hair down from a pony tail (I'm a waitress), INSTANTLY everyone noticed my hair. They asked ""what did you do?? your hair is soo beautiful"".. I told them ""40 dollar shampoo and conditioner"" WELL WORTH THE COST. Definitely a salon in a bottle. Now my worst fear is that it will be discontinued for any reason. And if so, I am willing spend 1k to stock up and save as much as I can. There is no other product like it"
"B0009UAPOC:works_great:karen_m._frederick_""k_frederick""",B0009UAPOC,Jonathan Product Shampoo Serious Volume Volumizing Shampoo(TM): Beauty,beauty,1 of 1,5.0,Works Great,"April 3, 2006","Karen M. Frederick ""K Frederick""","Seattle, WA","After reading the other reviews I was a little worried about using the product I had already ordered.  After using it for a few days now my hair has never looked better, I truly feel like this shampoo/conditioner was meant for me.  I have fine, super straight hair, middle to short.  It feels clean and sleek. The conditioner smells like pina coloda, yum!  I would definatly recommend this for my hair type.  Would maybe recommend to lather the shampoo in your hands first then work thoroughly( it doesn't lather as well as some shampoos that have lots of glycerine in them) and only apply the conditioner towards the end of your hair and leave in for a few min.  Hope that helps"
"B0009U8N00:finally,_i_just_washed_my_hair_and_i_can_do_something_with_it!:donnie",B0009U8N00,Jonathan Product Condition Leave-In Gloss Creme: Beauty,beauty,,5.0,"Finally, I Just washed my hair and I CAN do something with it!","September 17, 2006",Donnie,"Houston, TX United States","I thought I was just going to have to put up with fly-away hair the rest of my life.  This product is not for baby fine hair that goes limp when anything touches it.  It's serious taming for seriously stubborn, coarse, or frizzy hair.  Mine falls into the first two categories.  Don't use too much!  I use it after I've dried some of the moisture out with light blow drying then gently sweep it through my hair - even combing it gently in to reach every strand.  For the first time in years my razor-cut layered hair is smooth"
"B0009U8N00:use..._sparingly:cami_""www.cami.net""",B0009U8N00,Jonathan Product Condition Leave-In Gloss Creme: Beauty,beauty,2 of 2,4.0,USE... SPARINGLY,"September 12, 2005","Cami ""www.cami.net""","Marina del Rey/Torrance, CA","LIKE ANY OTHER LEAVE-in creme, conditioner, ANYTHING, if you PUT TOO MUCH OF IT ON, it WILL attract  DIRT.  I know this because I have baby fine hair and had to model in the DRY DRY deserts in the middle of summer.  Needed ANYTHING leave-in to keep my staticy hair down.  Yes, the more you use, to more dirty you get....  (but in photos you can't really see this, but it felt nasty!)    SO.  Wash your hair.   Well.  Condition.  Towel dry.  APPLY SPARINGLY.  Like a TOUCH.  And smooth into hair. It's not rocket science.  If you need a little more later, add a little more"
B00021ACVO:excellent_highlighter_for_porcelain_skin:salome,B00021ACVO,Benefit High Beam: Beauty,beauty,7 of 8,4.0,Excellent highlighter for porcelain skin,"March 5, 2006",Salome,it'll look like you have pink nail polish on your face,"High Beam is a nice subtle highlighter. However, be sure to blend it very quickly and well or it will look unnatural in certain lighting (it'll look like you have pink nail polish on your face). It also has a tendency to emphasize pores. So only use it on areas of your face where you don't have any, like on the top of the cheek bone and under your eyebrows. "
B00021ACVO:great_product_-_adds_a_glow_to_the_cheeks:anne,B00021ACVO,Benefit High Beam: Beauty,beauty,6 of 6,5.0,Great Product - Adds a glow to the cheeks,"October 7, 2005",Anne,"Franklin, TN","High Beam provides a glow or sheen, where as my cheeks seem dull. It does not look greasy...I would say it makes the skin look healthy and vibrant"
B00070IJ8S:worth_every_penny:h._perez-smith,B00070IJ8S,T3 Tourmaline Professional Ionic Wet or Dry Iron: Beauty,beauty,,5.0,Worth Every Penny,"September 8, 2005",H. Perez-Smith,,"This dry iron is absolutely amazing, I really can't say enough about it. Great for ALL TYPES of hair! It heats up in just seconds and what would take almost 2hrs to blow dry my hair now takes less than half the time. Plus your hair comes out extremely straight. Highly recommend to anyone who wants their hair to look great but doesnt have the time or energy to sit in a hair salon for hours. It is an investment in your hair, one of the better ones I've made."
B0009U8MYC:good_motion_and_hold:a.a.l.,B0009U8MYC,Jonathan Product Create Angle Shaping Gel(R): Beauty,beauty,6 of 7,5.0,good motion and hold,"July 23, 2005",A.A.L.,Massachusetts,"I don't know what the complaints about this product are.  It seems that people are trying to use it for extreme hold hairstyles.  This is not the purpose of this product.  I use it for my short haircut to make the ends stay spiky and styled out, and it works WONDERFULLY.  No matter how much you move your head, it stays in place, but somehow moves enough to keep you from having a stiff look.  And, when you brush your hair out at the end of the day, it feels like you never put it in.  Hair stays soft and feels clean.  The reason why this gel is thinner is that it isn't as sticky or goopey in your hair as other gels.  And it spreads out easier"
"B000BIPRGS:so_far,_so_good!:peggy_johnson",B000BIPRGS,Jonathan Product Beauty Water Shower Purification System(TM): Beauty,beauty,30 of 35,5.0,"So far, so good!","November 28, 2005",Peggy Johnson,"Mahwah, NJ",I purchased a Beauty Water Shower Purification System and have used it about 5 times now with fantastic results. I have very hard water in my home and am tired of constantly having to blow dry my hair or having to use tons of products for it to be manageable and not frizzy.  My hair felt very soft and manageable using this product and I am hoping it helps my highlights last longer.  I did not experience that 'slimy' feeling people usually associate with soft water.  I'm even able to let my hair air dry and not be frizzy with this product.  I am curious to see how long this filter lasts.  I called Jonathan Products and was told that they do have a replacement filter that costs $55 so you can save a bit of money when you need to replace the filter
"B0009U4OBW:was_skeptical,_big_fan_now!!:judy_c",B0009U4OBW,Jonathan Product Condition Add Moisture Moisturizing Conditoner(TM): Beauty,beauty,2 of 4,5.0,"Was skeptical, big fan now!!","August 14, 2005",Judy C,Atlanta,"I watched Blow Out and figured the product was flying off the shelves because of the show's popularity.  I ordered some because the ingredients sounded nice, plus he did seem sincere when formulating, etc.  I have blonde hair, color treated, thick, long lengths.  I've bought high-end hair products for 20 yrs from beauty salons and stores and have never used anything that made my hair feel like Jonathan Product.  You can immediately tell it's stripping and cleansing your hair.  Then, the conditioner,  with it's exotic fragrance,  is the most wonderful conditioning treatment I've ever used.  My hair looks cleaner and has more body than ever before with just shampoo & conditioner.  I'll use it as long as it's available to me"
"B000BIRDL0:a_necessity_for_girls_who_blow_(hair_out)!:t._moyer_""bubblebath83""",B000BIRDL0,T3 Tourmaline Professional X-Large Barrel Brush: Beauty,beauty,,5.0,A necessity for girls who blow (hair out)!,"October 1, 2006","T. Moyer ""Bubblebath83""","Mclean, VA USA",I absolutely love this hairbrush! I have curly hair and like to blow it out often and until now I have not been impressed with any brushes. This brush holds the hair in pace when blowing dry and also lets you move it with your hair and dose not hurt as some can or get stuck. You will not be sorry if you are looking for the perfect brush to go with your perfect dryer (the featherweight)! Oh another thing I like is it extremely easy to keep clean.
"B0009U8MZG:expensive_but_good:j._davis_""jdee""",B0009U8MZG,Jonathan Product Create Motion Shaping Creme Gel(R): Beauty,beauty,3 of 4,4.0,Expensive but good,"July 22, 2005","J. Davis ""JDee""","West Milford, NJ","Its pretty expensive for gel but I like it.
My hair doesn't get rock hard like other gels and holds pretty well throughout the day"
B00021BEUW:smells_great_feels_great_:sweet_newyorker,B00021BEUW,Too Faced Fat Kiss: Beauty,beauty,,4.0,Smells Great Feels Great ,"September 16, 2005",Sweet NewYorker,NY,"Its good for waking up, because once you put it on you feel refreshed because your lips feel on fire.I like the sting and  the shine of it. It finishes pretty fast and the roll ball may feel like a little drag to keep rolling on the lips, but i think it's worth trying it unless you have extreme sensitive lips, this stuff is strong. Did i mention the great smell? Yum! Me and my boyfriend loved it."
"B00021BEUW:the_uber_gloss:k._parsons_""k.p.""",B00021BEUW,Too Faced Fat Kiss: Beauty,beauty,13 of 14,5.0,The Uber Gloss,"June 6, 2004","K. Parsons ""K.P.""",Vegas,"As a lip gloss addict, I have easily over 200+ glosses. Too Faced Fat Kiss is by far one of my favorites. The superb shine makes my lips look so good! Although it doesn't really plump, it still tastes like cinnamon, and it will warm you up in winter. I have two different colors, because I like it so much! I strongly reccomend getting a couple, so you can keep them in your purse, make up bag, car...Everywhere! This rocks sooo much"
B0009U4OF8:very_impressive_:-):little_miss_cutey,B0009U4OF8,Jonathan Product Shampoo Add Moisture Moisturizing Shampoo(TM): Beauty,beauty,6 of 11,5.0,Very impressive :-),"June 18, 2006",Little Miss Cutey,"Melbourne,  Australia","Well I am very impressed with this.  I also have tried so many different shampoos and this is one of the best, if not the best, I've used.  I say that because whether I straighten my hair or leave it curly, this shampoo makes it feel and look and smell great.  It feels so nice and clean.  I don't rinse twice with this because it's unnessesary.  
I tried this because of watching Blow Out and on my last trip to America I bought a couple of bottles.  It's one of the best purchases I made.  Most girls buy shampoos etc based on packaging and smell and let me tell you, not only does it look and smell great, but what it does for your hair is amazing and apparently it's very low in damaging chemicals.  I won't hesitate to buy more of Jonathan's products next time I go.  I love this and can't say enough about it"
"B0009U4OF8:very_picky:""lucy""",B0009U4OF8,Jonathan Product Shampoo Add Moisture Moisturizing Shampoo(TM): Beauty,beauty,1 of 2,5.0,Very Picky,"February 26, 2006","""Lucy""","New Orleans, LA",Very picky about shampoo and this a really good for dry color treated hair.  I can tell it has made a difference
B0009U8XVE:very_good_:-):little_miss_cutey,B0009U8XVE,Jonathan Product Create Volume Thickening Foam(TM): Beauty,beauty,4 of 4,5.0,Very good :-),"July 16, 2006",Little Miss Cutey,"Melbourne,  Australia","This is the second product of Jonathan's I've used and I'm equally happy with it.  I have thin hair when it's straight, and something in the middle when it's curly.  Either way, I'd like it thicker, and this foam certainly helps.  It's great and I've found it does what it promises.  It smells good and you don't need to use too much.  It feels nice in my hair and the fragrance lasts most of the day.  It doesn't matter if your hair is curly or straight, hopefully you will find this as effective and as helpful as I have"
B0009U8XVE:it_smells_great_!:smart_shopper,B0009U8XVE,Jonathan Product Create Volume Thickening Foam(TM): Beauty,beauty,3 of 5,5.0,It smells GREAT !,"August 17, 2005",Smart shopper,USA,It has a clean soap smell! I also recommend the volume shampoo & conditioner it made my hair feel very soft
B00070IJ9C:great_tool_for_waving!:michelle_fong,B00070IJ9C,T3 Tourmaline Professional Ionic Straighten Or Curl Iron: Beauty,beauty,6 of 6,5.0,Great tool for waving!,"November 8, 2005",Michelle Fong,"from ebay, it's cheaper","I just got this item (from ebay, it's cheaper)and feel it's worthy of praise.  I have thick, straight hair, and bought this product to wave my hair.  I haven't figured out how it curls, but to wave it's incredibly easy!  Grab your hair from the root and twist outward and it waves nice and fast w/o burning your hair like a curling iron would.  Also w/ a curling iron, it's difficult to wave the top close to the roots.   It heats fast!  and comes w/ a nice pouch so that you can put it away before it cools. "
B00070IJ9C:wonderful_flat_iron!__great_alternative_to_the_famous_chi:pandyland,B00070IJ9C,T3 Tourmaline Professional Ionic Straighten Or Curl Iron: Beauty,beauty,28 of 28,5.0,Wonderful Flat Iron!  Great Alternative To The Famous Chi,"May 16, 2005",pandyland,"1""","I had the Chi Turbo (1""), but I got worried after reading some reviews about it being unreliable.  So part of the reason I wanted to buy the T3 iron was that it comes with a 4-YEAR comprehensive warranty.  The other difference is that the solid-ceramic plates are ""infused"" with tourmaline which I found intriguing.

1-3/8"" wide plates are the perfect width for my long-ish hair.  (I've used a 2 inch wide iron, which I found harder to maneuver.)  It heats up fast, and stays hot.  It does a great job gripping the hair without snagging.  My hair stays silky and straight all day, and does not feel damaged after a while, like it did with cheaper irons I've used in the past.

Another thing that this iron does that other irons do not do as well - it really curls.  It has heat vents along the sides of the plates that lets you curl your hair by twisting it near the root and pulling it through (different from the usual method of gripping the ends of the strands and then winding up).  It creates a springy curl better than any flat iron I've used.  (However, the heating vents make the exterior of the iron hotter to the touch.  So there is a drawback to this function.)

Overall, I enjoy using this flat iron.  Very happy with this purchase.

ETA: I've learned that HairArt will not honor the warranty unless you buy it from an authorized distributor (e.g., Sephora). So you might want to check that before you place your order"
"B0009UAPOC:love_this_product!:caleb's_granny_""item1""",B0009UAPOC,Jonathan Product Shampoo Serious Volume Volumizing Shampoo(TM): Beauty,beauty,,5.0,Love this product!,"August 16, 2006","Caleb's Granny ""item1""","Perrysburg, OH United States","I have been using the volumizing shampoo and conditioner for 2 weeks.  I love this product!  No build up, No dandruf.  Make sure your hair is wet, not just damp, and you should not have a ""lathering problem"".  I purchased this from QVC and I will definately be a repeat customer.  I have short hair, so this will last me a while.  I loved it so much I bought some for my daughter.  This is my new shampoo"
B00021ACVO:amazing:danielle_lane,B00021ACVO,Benefit High Beam: Beauty,beauty,11 of 11,5.0,Amazing,"October 14, 2005",Danielle Lane,"Horseshoe, North Carolina","I love the Benefit line, everything I have tried works great (not to mention they have great packaging and catchy names for all their products!). 

That said, High Beam is simply amazing. It only takes a little dab to add a nice glow/shimmer to my face. I especially like to use it on the cheek bones as it leaves a nice soft glow. High Beam works so much better for me than other products I've tried that either left my skin sticky or chalky. Not to mention those other products cost a lot more!

If you are looking for a little glow, a little shimmer, High Beam is the answer"
B00021ACVO:great_product_-_adds_a_glow_to_the_cheeks:anne,B00021ACVO,Benefit High Beam: Beauty,beauty,7 of 7,5.0,Great Product - Adds a glow to the cheeks,"October 7, 2005",Anne,"Franklin, TN","High Beam provides a glow or sheen, where as my cheeks seem dull. It does not look greasy...I would say it makes the skin look healthy and vibrant"
"B00021ACVO:amazing_product:melyinda_guerra_""melyinda""",B00021ACVO,Benefit High Beam: Beauty,beauty,8 of 8,5.0,Amazing Product,"October 17, 2004","Melyinda Guerra ""Melyinda""",,I recently discovered Benefit products. This is a great product if you want to add a little glow to your skin. I use it to highlight my cheek bones. You can use it any where you want a glance to linger. The best thing about this product is the smallest amount makes a big difference in your skin. I suggest you try this product. It works wonders.
B00070IJ8S:worth_every_penny:h._perez-smith,B00070IJ8S,T3 Tourmaline Professional Ionic Wet or Dry Iron: Beauty,beauty,,5.0,Worth Every Penny,"September 8, 2005",H. Perez-Smith,,"This dry iron is absolutely amazing, I really can't say enough about it. Great for ALL TYPES of hair! It heats up in just seconds and what would take almost 2hrs to blow dry my hair now takes less than half the time. Plus your hair comes out extremely straight. Highly recommend to anyone who wants their hair to look great but doesnt have the time or energy to sit in a hair salon for hours. It is an investment in your hair, one of the better ones I've made."
B0002356WW:excellent_hold_and_no_gloss:d._g._huang,B0002356WW,American Crew Fiber: Beauty,beauty,1 of 1,5.0,Excellent hold and no gloss,"January 13, 2006",D. G. Huang,Chicago,"I am a big fan of this product.  My hair is very strong.  It needs a product which can keep it tamed.  However, most products that have that level of strength also come with high sheen or gloss which, in my opinion, is a bad look for today's fashions.  The matte look is more flexible.  American Crew Fiber gives me pliability and a matte look with a very strong hold.  It also smells nice.... not to strong and not too girly"
B0002356WW:great_product:gerardo_king,B0002356WW,American Crew Fiber: Beauty,beauty,,5.0,Great Product,"November 10, 2005",Gerardo King,"Lima, Peru","I have been using this product for over 5 years as an alternative to gel or bed head.  The results are great. No unwated shine, no gooiness, very easy to wash off. 
Your hair wont feel stiff and wont get damaged. Reasonably priced and more available every day. "
"B0002356WW:smells_good,_goes_far.:mrpuddles",B0002356WW,American Crew Fiber: Beauty,beauty,1 of 1,5.0,"Smells good, goes far.","April 18, 2005",MrPuddles,Texas,"This is a great product for getting the bed head look.  I can use approximately a dime size worth in my palms and go wild!  Trust me, the results are great.  If you apply too much, you're hair will get oily. The good thing is that this product washes out easily with any Shampoo"
B0009U8XUK:it's_all_i_use_now:marcos_flores,B0009U8XUK,Jonathan Product Dirt Texturizing Paste(R): Beauty,beauty,,5.0,It's all I use now,"November 21, 2006",Marcos Flores,"Memphis, TN USA","This stuff is great.  I used to buy new gels, pommades, pastes, etc. every month because I could never find one that worked exactly how I wanted it to.  But I first tried this a year ago and it's all I've used since.  And it lasts a long time, so don't be afraid of the price.  One container lasts me about 6 months, so you only have to buy it twice a year.  I'll be ordering my third order of it soon"
"B0009U8XUK:new_hair_style,_new_styling_product:mina_schultes_""earth_mother_turned_diva""",B0009U8XUK,Jonathan Product Dirt Texturizing Paste(R): Beauty,beauty,1 of 1,5.0,"new hair style, new styling product","September 30, 2006","Mina Schultes ""Earth Mother turned Diva""","Jackson Hole, WY","I just had my fine, processed hair cut into a short layered wedge.  It was shoulder length before and I used a Revlon thermal-air styler to make it acceptable.  After using Dirt, I no longer have to spend ANY time styling it!!  I just blow dry, scrunching my hair with my fingers and when almost dry, I turn my head upside-down and apply about a dime size amount of Dirt into the roots. Flip up and I'm ready to go all in less than 3 minutes.  I find it important to rub Dirt between my palms to warm it up before applying.  Use a little first...you can always add more. It gave my hair great body and control. Hope this product works for you too"
B0009U8XUK:the_best_styling_tool_available:santel,B0009U8XUK,Jonathan Product Dirt Texturizing Paste(R): Beauty,beauty,1 of 1,5.0,The best styling tool available,"April 16, 2006",santel,"Portland, OR USA",This works great on short and long hair and you can use wet or dry. I have long hair and I love using this product. It works great for those evenings after a long day and you want to give your hair new life. Fantastic
"B0006GUPCG:big_improvement_over_regular_dryers:d._mitrevski_""jmitrevski2""",B0006GUPCG,T3 Featherweight Tourmaline Professional Ionic Hair Dryer: Beauty,beauty,20 of 21,5.0,big improvement over regular dryers,"February 19, 2006","D. Mitrevski ""jmitrevski2""","Rochester, NY","I have long, thick, wavy hair that loves to frizz up.  I have tried every anti-frizz, hairstyling product out there, and they either didn't work or weighed my hair down.  I didn't want to like this hair dryer and was hoping it wouldn't live up to the hype... BUT, it's excellent on my hair.  After using the dryer (with no styling product) my hair was straight, shiny and felt great.  For me, it didn't change the amount of time I dried my hair, so if your considering buying it for speed, don't, unless you have thin or short hair.  Is it worth the $200.00 price tag?  Depends on you personally, but I recommend you shop around because there are better deals out there"
