unique_id,asin,product_name,product_type,helpful,rating,title,date,reviewer,reviewer_location,review_text
B000BXC1AI:our_baby_loves_this_thing:christopher_young,B000BXC1AI,Deluxe Jumperoo: Baby,baby,2 of 2,5.0,Our baby Loves This Thing,"August 30, 2006",Christopher Young,"Westlake Village, CA",Our baby can spend a good portion of his day jumping in this thing.  Even if he isn't jumping he loves to hit the noise buttons and various toy items around the seating area.  Sometimes he just isn't in the mood and will cry and jump but most of the time he is delighted and will wear himself out
B000BXC1AI:jumperoo_to_the_rescue!:phillip_derrow,B000BXC1AI,Deluxe Jumperoo: Baby,baby,3 of 3,5.0,Jumperoo to the Rescue!,"August 14, 2006",Phillip Derrow,"Virginia, United States","I bought this for my son when he was just shy of 4 months old.  Initially, he would just sit in the seat, occassionally moving sideways (probably because he lost his balance). After 5-10 minutes he was ready to hit the eject button (he'd had enough).  That lasted 4 or 5 days during which we'd put him in the Jumperoo 2 or 3 times per day with hopes that he'd grow to enjoy it.  

On the 5th day he began jumping up-and-down like a crazed kangaroo!  His face had a wide smile and some drool, he was excited!  From that point forward (and still going) he's consistently loved his time in the J-roo.  He regularly has jumping sessions of 30-45 minutes while watching Clifford, Dragon Tales, ...

This is a great way for little T to be in a upright position while strengthening his little legs.  Also, it's not a bad break for us parents now and again"
"B000BXC1AI:our_little_one_loved_this_:c._poston_""princessoftheking""",B000BXC1AI,Deluxe Jumperoo: Baby,baby,,5.0,Our little one LOVED this ,"August 12, 2006","C. Poston ""princessoftheking""","Columbia, MO United States","Our little one LOVED this toy until he turned 8 months. Now its really a challenge to try to get him into this thing or the Baby Einstein stationary entertainer (see my review for that). However, he will still play with it standing OUTSIDE and loves touching the legs and toys and chewing on the bar. Unfortunately he puts up a fight when we try to get him in it. But we did have a good run for this and it was worth it. He would bounce back and forth and say ""AHHHHHHH!"" and just laugh really hard. So glad that someone gave this to us and we didn't have to buy it. But if you are making that decision, I say it is totally worth it."
"B00007KKND:love_it!:elizabeth_rose_""calythia""",B00007KKND,Baby Bumble Bee Salsa!: Free Music Downloads: Rocket Baby,baby,1 of 1,5.0,Love it!,"November 8, 2003","Elizabeth Rose ""calythia""","Boynton Beach, FL   USA","How much fun!  It has a salsa beat, sung by children and is an old favorite song"
"B000095S69:nice_scents,_funny_music_in_one_package!:carla_delfino_""new_mommy""",B000095S69,Gerber Bare Basics Gift Set: Baby,baby,1 of 2,5.0,"Nice scents, funny music in one package!","July 14, 2006","Carla Delfino ""new mommy""","Lima, Peru","This set is great! my 9 month-old son has loved lavander scent since almost birth.  The bottles are big, you won't need more baby bath in a year or so.
The CD is lot of fun! my son really enjoys to bounce while listening to his favorite tracks.  The toy is soft and purple ... a real baby eyed-catching.
We use the case to store baby medicines, tylenol and stuff.
Buy it now, you won't regret"
B000095S69:a_lot_of_products:y._ramirez,B000095S69,Gerber Bare Basics Gift Set: Baby,baby,1 of 4,5.0,A lot of Products,"April 19, 2006",Y. Ramirez,MARYLAND,"I got it as a gift for my upcoming baby, I love this item.  It has a lot of products and they all smell soooooo good, I can't wait to use it on my baby and see if she'll like them as much as I do.  I also like the container to hold on my baby bath items"
B000095S69:it's_nice_having_a_fresh_baby!:teirra_howe,B000095S69,Gerber Bare Basics Gift Set: Baby,baby,2 of 3,5.0,It's nice having a fresh baby!,"April 13, 2006",Teirra Howe,NY,I love this bathwash.  After a bath my son smells sooo fresh and it's gentle on him.  It's gentle on his skin and cleans him nicely.  My son sweats so much and I have to bathe him a lot.  I was really worried that bathing him so much would make his skin dried out but the bath wash and shampoo combo keeps his skin nice and soft and smelling so nice.  It was a good buy!
B000095S69:baby_shower_gift:scorpio_suz,B000095S69,Gerber Bare Basics Gift Set: Baby,baby,2 of 4,5.0,Baby Shower Gift,"March 18, 2006",Scorpio Suz,Colorado,"The gift item is great and was on the mother's wish list.  I spent what I could afford and then ended up with a more expensive item due to the amount of shipping, which increased it from about $30 to about $40.  That hurt"
"B000095S69:so_glad_we_got_this!:j._conn_""wife,_mom,_big_geek""",B000095S69,Gerber Bare Basics Gift Set: Baby,baby,5 of 5,5.0,So glad we got this!,"March 17, 2006","J. Conn ""Wife, Mom, Big Geek""","Pittsburgh, PA United States","I registered for this kit and got two - at first I considered taking one back, but I am glad I didn't.  It is great to have way more of these necessities to start off with, that's months of not having to remember to buy any!

I love the bucket-thing this comes in - one currently holds all our bath stuff for easy toting to the bathroom.  The other one is our bib-holder, since we have a TON of bibs. It keeps them neat, all in one place and closes and can be put away for guests.  

The vapor bath is fantastic.  We just got over my son's first cold and it worked like a charm. He loves baths to begin with and this filled the whole bathroom with that soothing vapor and within minutes I could hear the difference in his breathing! When I caught the cold a few days later, I have to admit, I also took a vapor bath and it was better than a hot shower for clearing my congestion!

I don't know that the Lavendar one necessarily calms or soothes the baby, but it smells nice.  We've gotten shampoo in his eye at least once with no tears or fuss, so it must not burn. 

I definitely recommend getting this for new moms-to-be"
B000095S69:one_of_my_favorites!:sabrina_rocke,B000095S69,Gerber Bare Basics Gift Set: Baby,baby,1 of 1,5.0,One of my favorites!,"March 12, 2006",Sabrina Rocke,"Okinawa, Japan","I registered for this item and couldn't be happier with it.  The case is perfect to keep everything organized and at hand.  The products work great, though I haven't tried any others, so nothing to compare them to.  I especially love the cd though.  I would definately reccomend this set to anybody looking for the first bathing kit for their little one"
"B000095S69:great_gift:elizabeth_melton_""luvhateslux""",B000095S69,Gerber Bare Basics Gift Set: Baby,baby,2 of 3,5.0,Great gift,"February 25, 2006","Elizabeth Melton ""LuvHatesLux""","Columbus, Oh",I sent this as a baby shower gift and it was used right away.  The new parent's loved it and praised the great smell
B00006FWVG:the_best_sound_quality!!!!_better_than_digital:nydm,B00006FWVG,Sony NTM-900 900 MHz BabycallÃ¯Â¿Â½ Nursery Monitor: Baby,baby,,5.0,THE BEST SOUND QUALITY!!!! BETTER THAN DIGITAL,"September 16, 2006",NYDM,"COLORADO SPRINGS,CO.USA","THIS MONITOR HAS THE BEST SOUND QUALITY YOU CAN PUT THE RADIO ON THE MONITOR AND LISTEN ON THE RECEVER, IT WILL SOUND LIKE THE RADIO IS NEXT TO YOU. I HAD THE MONITOR FOR 2 YEAR WITH OUT PROBLEMS WITH RANGE OR INTERFERANCE. MY MONITOR IS BEEN ON AND IN THE SAME CHANNEL ALL THAT TIME. I TRY THREE OTHER MONITORS ONE OF THEM DIGITAL. THE SONY SOUND QUALITY IS UNTOUCHABLE. VERY SENSITIVE, I CAN HEAR MY BABY MOVE AT NIGHT. I HAD NO PROBLEMS WITH RANGE (I WORK OUT ON THE BASEMENT DURING HER NAP). IT HAS THE BEST VOLUME (I CAN HEAR HER OVER A LOUD TREADMILL AND MUSIC). I WAS HAPPY TO RETURN THE OTHER MONITORS TO GET THIS ONE. THE ONE PROBLEN I FOUND IS THE MONITOR AND THE RECEVER CAN NOT BE CLOSE TO EACH OTHER BECAUSE IT WILL MAKE A HORRIBLE LOUD NOISE. TO AVOID THIS I TURN OFF THE MONITOR BEFORE GETTING CLOSE TO THE ROOM THE BABY IS SLEEPING IN. THE WATER RESISTANT FEATURE IS GREAT, I CAN PUT THE RECEVER RIGHT IN THE SHOWER AND LISTEN OR WATCH THE LIGHTS. IT IS NOT WATERPROOF!!!!!!!! YOU DON'T WANT TO GET IT WET!!!!!!, BUT THE HUMIDITY OR A LITTLE SPLASHING WON'T HURT IT"
B00006FWVG:totally_happy:s._r._warner,B00006FWVG,Sony NTM-900 900 MHz BabycallÃ¯Â¿Â½ Nursery Monitor: Baby,baby,2 of 2,5.0,Totally happy,"June 21, 2006",S. R. Warner,"Richardson, TX United States",I've been very pleased with the performance of this monitor.  We have a two story house with wifi and cordless phones and have never had a problem with interference. I've use the monitor in every room in the house and had no problems with reception.  I think this is a really high quality monitor and would definitely recommend it
B00006FWVG:great_monitor_for_baby!:tyler's_mom,B00006FWVG,Sony NTM-900 900 MHz BabycallÃ¯Â¿Â½ Nursery Monitor: Baby,baby,2 of 2,4.0,Great Monitor for Baby!,"May 16, 2006",Tyler's Mom,Ohio,"My husband and I adore this monitor.  It picks up on every little noise our little one makes which is great.  We occasionally get some interference, but all I have to do is move the monitor and it goes away.  The interference never occurs on the unit in my baby's room, just on the parent unit so you do not have to worry about waking the little one up.  I love the rechargeable battery option and the ability to carry around the unit with me throughout our 2 story house.  I plug it in at night by my bed and it then runs all day long!  You can defintely trust this monitor"
B00006FWVG:awesome_tool!:teacher_and_mom,B00006FWVG,Sony NTM-900 900 MHz BabycallÃ¯Â¿Â½ Nursery Monitor: Baby,baby,6 of 6,5.0,Awesome tool!,"April 26, 2006",Teacher and Mom,"Albuquerque, NM","This is one of our favorite, most used baby shower gifts.  It was so simple to set up and we LOVE that you can carry the parents' monitor arround.  It's also nice that you can turn it to ""voice activated"" so you only hear cries and not background noise.  This is a must if you don't want to stand right next to the crib to monitor sleeping baby"
B000BKXCCM:great_pre-natal_resource:chad_fletcher,B000BKXCCM,Pre-Natal and Newborn Baby Education System 5 Cd Set: Baby,baby,5 of 5,5.0,Great Pre-Natal Resource,"October 15, 2005",Chad Fletcher,"Gilbert, AZ",I love the Pre-Natal and Newborn Baby Education System.  It is a true blessing to have a system in place that I know will enhance my baby's development even before he is born.  The music and Bible versus are also relaxing for me and my two-year-old.  We have really enjoyed the CDs.  I use to work in the field of adoption and wish that I would have had this resource at my disposal during that time period.
B0001CJ9XQ:excellent_purchase!!:the_shine,B0001CJ9XQ,Original Bundleme Khaki: Baby,baby,,5.0,Excellent Purchase!!,"November 16, 2006",The Shine,USA,"This sort of product wasn't available with my first child. It was such a pain to get him into winter outerwear, and even more a pain to take it off when we got to where we were going. When I found this Bundleme product, I knew it would be much easier to survive the winter months in Michigan with my second child. It fits easily into my Graco infant carseat/carrier. I don't have to worry about dressing him up, I just put a hat on him and off we go!! It's also easier to buckle the baby up without so much extra clothing bunching up everywhere- and probably safer too!! When we get to where ever we are going I just unzip the sides and he's fine. So far we have endured 40 degree temps, rain, wind and snow and he's stayed warm and snug as a bug the whole time!! Truly an excellent purchase!"
"B0001CJ9XQ:infant_+_cold_weather_+_infant_carrier_=_must_have:elizabeth_kalinowsky_""new_mom_to_v-day_baby_damien""",B0001CJ9XQ,Original Bundleme Khaki: Baby,baby,2 of 2,5.0,Infant + Cold Weather + Infant Carrier = MUST HAVE,"May 30, 2006","Elizabeth Kalinowsky ""New Mom to V-day baby Damien""",Philadelphia Area,"My son was born in February and I actually considered taking this product back because I didn't think it would be usueful. After using this product a few times I decided I was wrong. I {{LOVE}} this product. It fit perfectly in my infant carrier. Dressing my newborn son was not a process he enjoyed let alone being put into the carrier. With the Bundle Me I didn't have to struggle putting my baby in any coats or buntings then struggle with the bulkiness to get him into the carrier in order to take him out into the cold. An additional bonus I found was that if I needed to take him indoors but keep him in the carrier I didn't need to worry about him overheating. I just had to unzip the top blanket and pull it back. It's like a little sleeping bag. Unfortunately, I think my son will be too big for his current carrier when winter befalls us again. I think we will be moving on to a carseat instead of a carrier at that point so the Bundle Me will be less useful. Even if I just use the seat portion and keep the blanket top for extra cold days it will workout great. I already consider it well worth the money"
B0001CJ9XQ:great_for_winter_babies:m._barganski,B0001CJ9XQ,Original Bundleme Khaki: Baby,baby,2 of 2,4.0,Great for winter babies,"May 5, 2006",M. Barganski,"Chicago, IL","This was great for the first three months.  We had a winter baby and this was great for the cold weather, unlike a blanket, it will not fall off.  After about three months, the baby will start to outgrow as their feet will begin to hit the edge.  Since it zippers and the bottom and top separate, this would also be good for additional cozy lining for any young baby.  Good buy! "
B0001CJ9XQ:warm_and_cozy:a.k,B0001CJ9XQ,Original Bundleme Khaki: Baby,baby,1 of 1,4.0,Warm and cozy,"April 26, 2006",A.K,"NJ, USA",Our daughter was born in October so we used the bundle me all the time. It was so easy to just buckle her up and go instead of bundling her up in sweaters and jackets. As she got older however she would push the top flap away but I wasn't that worried because it wasn't that cold by March (she was still quite warm). You might want to think about this if you have an active baby.
B0001CJ9XQ:love_it!!!:amy,B0001CJ9XQ,Original Bundleme Khaki: Baby,baby,2 of 2,4.0,Love it!!!,"March 21, 2006",Amy,Cape Cod,"With my second baby due in Feb - I knew I would need something to keep her warm.  I purchased this product and LOVE IT!  The color is beautiful, it is snuggly, warm and soft and my baby falls right to sleep in it.  As she is only 4 weeks old, it can be a little big (how to explain?)... it bunches a bit at the feet so I have to push it down.  But it is a great product and I'm sooo glad we got it"
B0001CJ9XQ:we_love_our_bundle_me:jessica_allen,B0001CJ9XQ,Original Bundleme Khaki: Baby,baby,2 of 2,5.0,We love our Bundle Me,"March 12, 2006",Jessica Allen,"Bellingham, WA","We live in the cold, rainy Northwest part of the country.  This product has been essential since our little boy was born in December. It has been in his carseat since the day we took him home from the hospital.  We never need to use blankets or bundle him up in heavy clothes when we take him out in the carseat.  He stays warm and protected in the Bundle Me.  This is definitely the best and most used product we have bought for our baby.  It is a must for Winter babies.  It is well worth the money"
"B0001CJ9XQ:no_need_to_bundle_up_with_the_bundle_me!:anne_wilson_""anne""",B0001CJ9XQ,Original Bundleme Khaki: Baby,baby,2 of 2,5.0,No need to bundle up with the Bundle Me!,"March 6, 2006","Anne Wilson ""Anne""","Vancouver, BC Canada","Wow!  This is the best thing I received for my baby.  It has saved me sooo much time.  I would normally have to layer my daughter before heading out the door but I just don't need to worry with this.  I feel sorry for all the people who bought my daughter thick sweaters, and the aunt who bought her a snow suit.  We just never use them.  I can zip her into the Bundle Me and head out for a walk in the stroller.  She usually falls asleep because she finds it so cozy.  When she was smaller, we used it in the infant car seat which fit into our stroller.  It meant she was zipped in before we opened the door and unzipped when we reached our destination.  She never felt the cold!

It is really easy to use and fits on our two different strollers and car seats. "
B000B7QM4U:great_playard_-_love_bassinet:d._ciulla,B000B7QM4U,Graco Baby Einstein Play Yard: Baby,baby,4 of 4,4.0,Great playard - LOVE bassinet,"June 18, 2006",D. Ciulla,"Cleveland, OH","This is a great pack'n'play.  It's easy to set-up and take any place.  The bassinet is great - very sturdy and larger than another one that I have.  The colors are bright and the music piece keeps our baby's attention.  My only problem is the piece for the top.  Whenever I try to use it, the arms bow in and it doesn't look very sturdy.  I also have trouble using this piece and the mat on the ground.  It just doesn't seem very sturdy and I have tried everything.

Other than that, I am glad that I bought this!"
B000B7QM4U:great_for_the_money:l._androy,B000B7QM4U,Graco Baby Einstein Play Yard: Baby,baby,3 of 3,4.0,Great for the money,"May 22, 2006",L. Androy,Londonderry Vt,My little girl loves this play space! The colors and over head bar keep her amused for long enough that I can get dinner on or help with home work. The only thing that might make it better would be if the music in the push button play mat lasted longer than 2 minutes.
"B000B7QM4U:great_playard_great_value:s._ellis_""marblemaniac100""",B000B7QM4U,Graco Baby Einstein Play Yard: Baby,baby,2 of 2,5.0,great playard great value,"May 19, 2006","S. Ellis ""marblemaniac100""","houston, tx",I think for your money you get a great value for this playard.  It comes with an interactive musical toy that no other playard comes with anything like this.  It also comes with overhead bars that you can hang toys from and the baby can play with.  The mattress seems very comfortable and I bought this playpen because the bassinet part looked more reinforced than the others.  It has bars that snap in place and also has plastic parts that hang over the tops.  The mat can also be used as a playmat on the floor with the overhead bars
B000B7QM4U:looks_great:soon-to-be_mommy,B000B7QM4U,Graco Baby Einstein Play Yard: Baby,baby,1 of 1,4.0,Looks great,"May 15, 2006",soon-to-be mommy,Colorado,I just recently got this pack n play as a shower gift from the godmother of our little one.  This pack n play has a great vibe to it... the colors are absolutely fantastic.  It's easy to set up and has the most adorable toys.  It is also easy to convert it into the gym.  The only complaint I have is that I'm 32 weeks and I had a heck of a time putting everything into the bag by myself.
"B000B7QM4U:the_only_colorful_play_yard:c._rodriguez_""usmc_wife""",B000B7QM4U,Graco Baby Einstein Play Yard: Baby,baby,1 of 1,5.0,The only colorful play yard,"May 13, 2006","C. Rodriguez ""Usmc Wife""","Camp Pendleton, CA",I just bought this at babiesRus store. Easy to setup. My baby loves the bright colors and music. I highly recommend this to anyone
B000B7QM4U:very_nice_playard:s._nieves,B000B7QM4U,Graco Baby Einstein Play Yard: Baby,baby,1 of 1,5.0,Very Nice Playard,"April 12, 2006",S. Nieves,"Princeton, NJ United States",Very colorful and easy to set up. A quilted fitted playard sheet to cover the mattress makes this a great place for baby to nap! Cute toys. Folds and unfolds very easily. Very sturdy
"B000GPP3Y2:comforting_and_funny!!!:a._berry_""frog_lover""",B000GPP3Y2,The Mother of All Baby Books: The Ultimate Guide to Your Baby's First Year (U.S. edition): Ann Douglas,baby,2 of 3,5.0,Comforting and Funny!!!,"April 4, 2006","A. Berry ""Frog Lover""",Alaska,"   Bored with all those ""stage"" in life books for your baby to be?  Perhaps you are (as I am) soon to be expecting and realize that you won't have a lot of time to read up about what your baby may/may not be up to and if it is normal after your baby arrives.  Well then this book is for you!
   I eagerly started the book on Friday and finished it (yes all 500 pages) on Saturday.  What a delight.  The author uses plenty of references from real life Moms and Dads which add wonderful insite and humor.  Be warned though, if you are looking for the ""What to expect book"" format this is not for you.  This is a realistic, warm, and funny look at life that tackles hard to discuss topics in a safe and humorous way.
   If you are tired of the same old at this age your child will _____ books then definately pick this up.  Its like talking to an old friend that you haven't met yet who has been there and knows the struggles and confusion that comes with having a baby"
"B000GPP3Y2:great_book_for_new_mother:sheri_r._markley_""srm""",B000GPP3Y2,The Mother of All Baby Books: The Ultimate Guide to Your Baby's First Year (U.S. edition): Ann Douglas,baby,4 of 5,4.0,Great book for new mother,"July 28, 2005","Sheri R. Markley ""SRM""",,"I purchased this book for a young friend of mine who was about to have a baby and had lots of questions about not only the baby, but about what her body was going through. She loves it and refers to it constantly"
"B000GPP3Y2:a_top-notch_guide_to_baby_(and_mom's)_first_year:jane_""parent_educator""",B000GPP3Y2,The Mother of All Baby Books: The Ultimate Guide to Your Baby's First Year (U.S. edition): Ann Douglas,baby,4 of 5,5.0,A top-notch guide to baby (and mom's) first year,"October 14, 2004","Jane ""parent educator""",New York,"This book provides an exceptionally thorough look at baby's first year from both the mother and baby's perspective. First-time mothers often express frustration about how ill-prepared they felt for the early weeks and months of motherhood. This book does an excellent job of giving mothers-to-be a realistic idea of what life after baby will really be like, for better and for worse. It's a truly one-of-a-kind and top-notch reference"
"B000GPP3Y2:great_book,_more_for_pre-baby:andrea_m._pinto_""proud_chicago_mom""",B000GPP3Y2,The Mother of All Baby Books: The Ultimate Guide to Your Baby's First Year (U.S. edition): Ann Douglas,baby,28 of 29,4.0,"Great book, more for pre-baby","September 10, 2004","Andrea M. Pinto ""Proud Chicago Mom""",Chicago,"This is a great, easy-to-read book with good info.  However, the title is a bit misleading--2/3 of the book deal with planning for baby and dealing with the first few days.  It is an excellent book, but it is more a book to read in your last trimester than after baby is born"
"B000GPP3Y2:helpful_tips_and_advice:adrianaphillips_--_mommy_of_twins_""adrianaphillips""",B000GPP3Y2,The Mother of All Baby Books: The Ultimate Guide to Your Baby's First Year (U.S. edition): Ann Douglas,baby,4 of 5,5.0,Helpful tips and advice,"August 24, 2004","adrianaphillips -- mommy of twins ""adrianaphillips""","or babies, in the case of parents of twins or other multiples","If you are about to have a baby (or babies, in the case of parents of twins or other multiples), this book can really help you to get off to a good start with your babies. It has a lot of helpful tips and advice.

Also, you don't have to try to guess where the information you're seeking is because the book is organized by chapters that are on that particular topic, like a chapter on sleep, a chapter on breastfeeding, and so on. The problem with some of the month-by-month baby books is that the information you need is sometimes in the wrong month"
B000GPP3Y2:very_helpful_baby_reference_guide:rachelle_myers,B000GPP3Y2,The Mother of All Baby Books: The Ultimate Guide to Your Baby's First Year (U.S. edition): Ann Douglas,baby,3 of 3,5.0,Very helpful baby reference guide,"January 31, 2004",rachelle myers,Ottawa,"I have found this book to be a very helpful reference guide. There is a chart that summarize first year developmental milestones, a chapter that includes detailed information about the signs, symptoms, and treatments for the most common illnesses that babies tend to develop, advice on getting breastfeeding off to the best start, helpful advice on what to expect in terms of newborn behavior (sleep, crying, feeding patterns, etc.) The author's tone is friendly and reassuring. If you enjoyed the previous book in this series (The Mother of All Pregnancy Books), as I did, you will likely enjoy this book, too"
"B0009EFYJE:the_""thumper""_worked_for_us!:picaska",B0009EFYJE,Baby Plus Prenatal Education System: Baby,baby,,5.0,"The ""thumper"" worked for us!","September 3, 2006",Picaska,"Seattle, WA","Our daughter is turning 2 years old this week and I felt it time to finally write a review of this amazing product.  From the very beginning, she has been an incredibly alert and interested baby.  She was born c-section at 38 weeks with eyes and hands wide open.  Once they were finished cleaning her up, my husband and I were thrilled to just cuddle her and talk to her while she looked at us both with wide eyes and made little coo coo sounds.  Right away she was great at nursing with a very good latch.  She rarely ever cried, and when she did, it was a quiet little ""lay lay lay"" sound, not the wild Waa-waa's.  

Throughout infancy she was always capable of adapting to every situation quickly and without emotional outburst.  Where it would seem other children would be over-stimulated in an environment, she would thrive and seem to want more stimulation!  At only three months of age, people thought she was older because of her alertness and interest in people and animals.  She hit every developmental milestone months early, especially in language (sign and speech), music appreciation, and colors/shape/letter/number recognition.  Her pediatrician has been happily surprised by her and suggested that I should have five more just like her! 

When we bought the BabyPlus, we thought, ""if it helps only 10% as well as the testimonials say it does, it will be worth it"".  We're certain it has contributed positively in helping develop this little miracle of ours.  We're now expecting child #2 (25 weeks along) and although not using the Baby Plus could be an interesting experiment (same gene pool, same parenting, etc.), we're too interested in the possibilities of how much it may contribute to our next child for us to withhold it.



 "
